Data,Method,Models,Initial Disagreement,Final Disagreement,Initial Brier,Final Brier,Theorem 3.1,T1,T2,Brier Scores
Twin,Different_Models,"[R_learner,X_learner]",0.187,0.065,"[0.017, 0.014]","[0.014, 0.014]",1. 51 <= 28000.0 |2. 0.014 <= 0.017 and 0.014 <= 0.014 |3. 0.065 < 0.01,51,0,"[[0.017, 0.014], [0.015, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014]]"
Twin,Different_Models,"[R_learner,X_learner]",0.252,0.0,"[0.016, 0.014]","[0.015, 0.014]",1. 4 <= 29000.0 |2. 0.015 <= 0.016 and 0.014 <= 0.014 |3. 0.0 < 0.01,2,2,"[[0.016, 0.014], [0.014, 0.014], [0.014, 0.014], [0.015, 0.014], [0.015, 0.014]]"
Twin,Different_Models,"[R_learner,X_learner]",0.31,0.0,"[0.016, 0.015]","[0.015, 0.016]",1. 4 <= 31000.0 |2. 0.015 <= 0.016 and 0.016 <= 0.015 |3. 0.0 < 0.01,2,2,"[[0.016, 0.015], [0.016, 0.015], [0.016, 0.017], [0.016, 0.016], [0.015, 0.016]]"
Twin,Different_Models,"[R_learner,X_learner]",0.31,0.0,"[0.016, 0.014]","[0.014, 0.014]",1. 4 <= 28000.0 |2. 0.014 <= 0.016 and 0.014 <= 0.014 |3. 0.0 < 0.01,2,2,"[[0.016, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014]]"
Twin,Different_Models,"[R_learner,X_learner]",0.271,0.006,"[0.018, 0.014]","[0.014, 0.014]",1. 3 <= 28000.0 |2. 0.014 <= 0.018 and 0.014 <= 0.014 |3. 0.006 < 0.01,2,1,"[[0.018, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014]]"
Twin,Different_Models,"[R_learner,X_learner]",0.239,0.0,"[0.017, 0.015]","[0.015, 0.015]",1. 4 <= 30000.0 |2. 0.015 <= 0.017 and 0.015 <= 0.015 |3. 0.0 < 0.01,3,1,"[[0.017, 0.015], [0.016, 0.015], [0.015, 0.015], [0.015, 0.015], [0.015, 0.015]]"
Twin,Different_Models,"[R_learner,X_learner]",0.226,0.097,"[0.02, 0.016]","[0.016, 0.016]",1. 51 <= 32000.0 |2. 0.016 <= 0.02 and 0.016 <= 0.016 |3. 0.097 < 0.01,51,0,"[[0.02, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016]]"
Twin,Different_Models,"[R_learner,X_learner]",0.232,0.0,"[0.018, 0.017]","[0.017, 0.017]",1. 4 <= 34000.0 |2. 0.017 <= 0.018 and 0.017 <= 0.017 |3. 0.0 < 0.01,2,2,"[[0.018, 0.017], [0.017, 0.017], [0.017, 0.017], [0.017, 0.017], [0.017, 0.017]]"
Twin,Different_Models,"[R_learner,X_learner]",0.252,0.006,"[0.017, 0.014]","[0.014, 0.014]",1. 4 <= 28000.0 |2. 0.014 <= 0.017 and 0.014 <= 0.014 |3. 0.006 < 0.01,2,2,"[[0.017, 0.014], [0.017, 0.014], [0.015, 0.014], [0.015, 0.014], [0.014, 0.014]]"
Twin,Different_Models,"[R_learner,X_learner]",0.265,0.006,"[0.014, 0.012]","[0.011, 0.011]",1. 2 <= 22000.0 |2. 0.011 <= 0.014 and 0.011 <= 0.012 |3. 0.006 < 0.01,1,1,"[[0.014, 0.012], [0.011, 0.012], [0.011, 0.011]]"
Twin,Different_Models,"[R_learner,X_learner]",0.219,0.013,"[0.018, 0.016]","[0.015, 0.015]",1. 2 <= 30000.0 |2. 0.015 <= 0.018 and 0.015 <= 0.016 |3. 0.013 < 0.01,1,1,"[[0.018, 0.016], [0.015, 0.016], [0.015, 0.015]]"
Twin,Different_Models,"[R_learner,X_learner]",0.271,0.0,"[0.015, 0.014]","[0.015, 0.015]",1. 3 <= 30000.0 |2. 0.015 <= 0.015 and 0.015 <= 0.014 |3. 0.0 < 0.01,1,2,"[[0.015, 0.014], [0.015, 0.014], [0.015, 0.014], [0.015, 0.015]]"
Twin,Different_Models,"[R_learner,X_learner]",0.297,0.0,"[0.017, 0.014]","[0.014, 0.014]",1. 4 <= 28000.0 |2. 0.014 <= 0.017 and 0.014 <= 0.014 |3. 0.0 < 0.01,2,2,"[[0.017, 0.014], [0.016, 0.014], [0.016, 0.014], [0.014, 0.014], [0.014, 0.014]]"
Twin,Different_Models,"[R_learner,X_learner]",0.258,0.006,"[0.022, 0.018]","[0.017, 0.017]",1. 3 <= 34000.0 |2. 0.017 <= 0.022 and 0.017 <= 0.018 |3. 0.006 < 0.01,2,1,"[[0.022, 0.018], [0.017, 0.018], [0.017, 0.017], [0.017, 0.017]]"
Twin,Different_Models,"[R_learner,X_learner]",0.271,0.006,"[0.016, 0.015]","[0.015, 0.014]",1. 3 <= 29000.0 |2. 0.015 <= 0.016 and 0.014 <= 0.015 |3. 0.006 < 0.01,2,1,"[[0.016, 0.015], [0.016, 0.015], [0.015, 0.015], [0.015, 0.014]]"
Twin,Different_Models,"[R_learner,X_learner]",0.194,0.0,"[0.015, 0.013]","[0.013, 0.013]",1. 3 <= 26000.0 |2. 0.013 <= 0.015 and 0.013 <= 0.013 |3. 0.0 < 0.01,1,2,"[[0.015, 0.013], [0.013, 0.013], [0.013, 0.014], [0.013, 0.013]]"
Twin,Different_Models,"[R_learner,S_learner]",0.348,0.006,"[0.024, 0.017]","[0.018, 0.017]",1. 3 <= 35000.0 |2. 0.018 <= 0.024 and 0.017 <= 0.017 |3. 0.006 < 0.01,2,1,"[[0.024, 0.017], [0.018, 0.017], [0.018, 0.017], [0.018, 0.017]]"
Twin,Different_Models,"[R_learner,S_learner]",0.355,0.0,"[0.017, 0.015]","[0.015, 0.014]",1. 4 <= 29000.0 |2. 0.015 <= 0.017 and 0.014 <= 0.015 |3. 0.0 < 0.01,2,2,"[[0.017, 0.015], [0.015, 0.015], [0.015, 0.015], [0.015, 0.015], [0.015, 0.014]]"
Twin,Different_Models,"[R_learner,S_learner]",0.361,0.0,"[0.017, 0.013]","[0.013, 0.013]",1. 4 <= 26000.0 |2. 0.013 <= 0.017 and 0.013 <= 0.013 |3. 0.0 < 0.01,3,1,"[[0.017, 0.013], [0.015, 0.013], [0.013, 0.013], [0.013, 0.013], [0.013, 0.013]]"
Twin,Different_Models,"[R_learner,S_learner]",0.368,0.013,"[0.016, 0.013]","[0.013, 0.012]",1. 3 <= 25000.0 |2. 0.013 <= 0.016 and 0.012 <= 0.013 |3. 0.013 < 0.01,1,2,"[[0.016, 0.013], [0.013, 0.013], [0.013, 0.012], [0.013, 0.012]]"
Twin,Different_Models,"[R_learner,S_learner]",0.297,0.0,"[0.018, 0.011]","[0.012, 0.011]",1. 6 <= 23000.0 |2. 0.012 <= 0.018 and 0.011 <= 0.011 |3. 0.0 < 0.01,5,1,"[[0.018, 0.011], [0.016, 0.011], [0.013, 0.011], [0.013, 0.011], [0.012, 0.011], [0.012, 0.011], [0.012, 0.011]]"
Twin,Different_Models,"[R_learner,S_learner]",0.329,0.019,"[0.025, 0.018]","[0.019, 0.018]",1. 3 <= 37000.0 |2. 0.019 <= 0.025 and 0.018 <= 0.018 |3. 0.019 < 0.01,3,0,"[[0.025, 0.018], [0.019, 0.018], [0.02, 0.018], [0.019, 0.018]]"
Twin,Different_Models,"[R_learner,S_learner]",0.29,0.0,"[0.016, 0.013]","[0.013, 0.013]",1. 3 <= 26000.0 |2. 0.013 <= 0.016 and 0.013 <= 0.013 |3. 0.0 < 0.01,3,0,"[[0.016, 0.013], [0.015, 0.013], [0.013, 0.013], [0.013, 0.013]]"
Twin,Different_Models,"[R_learner,S_learner]",0.361,0.006,"[0.018, 0.015]","[0.016, 0.016]",1. 3 <= 32000.0 |2. 0.016 <= 0.018 and 0.016 <= 0.015 |3. 0.006 < 0.01,2,1,"[[0.018, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.016]]"
Twin,Different_Models,"[R_learner,S_learner]",0.303,0.006,"[0.017, 0.014]","[0.014, 0.014]",1. 5 <= 28000.0 |2. 0.014 <= 0.017 and 0.014 <= 0.014 |3. 0.006 < 0.01,4,1,"[[0.017, 0.014], [0.017, 0.014], [0.015, 0.014], [0.014, 0.014], [0.014, 0.014], [0.014, 0.014]]"
Twin,Different_Models,"[R_learner,S_learner]",0.29,0.0,"[0.013, 0.012]","[0.012, 0.012]",1. 2 <= 24000.0 |2. 0.012 <= 0.013 and 0.012 <= 0.012 |3. 0.0 < 0.01,2,0,"[[0.013, 0.012], [0.011, 0.012], [0.012, 0.012]]"
Twin,Different_Models,"[R_learner,S_learner]",0.303,0.0,"[0.015, 0.013]","[0.013, 0.013]",1. 3 <= 26000.0 |2. 0.013 <= 0.015 and 0.013 <= 0.013 |3. 0.0 < 0.01,3,0,"[[0.015, 0.013], [0.014, 0.013], [0.013, 0.013], [0.013, 0.013]]"
Twin,Different_Models,"[R_learner,S_learner]",0.284,0.006,"[0.015, 0.013]","[0.014, 0.014]",1. 4 <= 28000.0 |2. 0.014 <= 0.015 and 0.014 <= 0.013 |3. 0.006 < 0.01,2,2,"[[0.015, 0.013], [0.015, 0.013], [0.014, 0.013], [0.014, 0.015], [0.014, 0.014]]"
Twin,Different_Models,"[R_learner,S_learner]",0.252,0.0,"[0.015, 0.012]","[0.013, 0.013]",1. 5 <= 26000.0 |2. 0.013 <= 0.015 and 0.013 <= 0.012 |3. 0.0 < 0.01,2,3,"[[0.015, 0.012], [0.013, 0.012], [0.013, 0.012], [0.013, 0.013], [0.013, 0.013], [0.013, 0.013]]"
Twin,Different_Models,"[R_learner,S_learner]",0.329,0.0,"[0.015, 0.013]","[0.013, 0.013]",1. 4 <= 26000.0 |2. 0.013 <= 0.015 and 0.013 <= 0.013 |3. 0.0 < 0.01,4,0,"[[0.015, 0.013], [0.017, 0.013], [0.013, 0.013], [0.013, 0.013], [0.013, 0.013]]"
Twin,Different_Models,"[R_learner,S_learner]",0.374,0.0,"[0.018, 0.014]","[0.015, 0.015]",1. 5 <= 30000.0 |2. 0.015 <= 0.018 and 0.015 <= 0.014 |3. 0.0 < 0.01,3,2,"[[0.018, 0.014], [0.015, 0.014], [0.015, 0.014], [0.015, 0.014], [0.015, 0.014], [0.015, 0.015]]"
Twin,Different_Models,"[R_learner,S_learner]",0.323,0.0,"[0.016, 0.014]","[0.016, 0.017]",1. 6 <= 33000.0 |2. 0.016 <= 0.016 and 0.017 <= 0.014 |3. 0.0 < 0.01,4,2,"[[0.016, 0.014], [0.015, 0.014], [0.018, 0.014], [0.016, 0.014], [0.016, 0.015], [0.016, 0.017], [0.016, 0.017]]"
Twin,Different_Models,"[R_learner,S_learner]",0.329,0.006,"[0.013, 0.012]","[0.013, 0.012]",1. 4 <= 25000.0 |2. 0.013 <= 0.013 and 0.012 <= 0.012 |3. 0.006 < 0.01,4,0,"[[0.013, 0.012], [0.014, 0.012], [0.012, 0.012], [0.012, 0.012], [0.013, 0.012]]"
Twin,Different_Models,"[R_learner,S_learner]",0.381,0.0,"[0.018, 0.015]","[0.016, 0.015]",1. 3 <= 31000.0 |2. 0.016 <= 0.018 and 0.015 <= 0.015 |3. 0.0 < 0.01,1,2,"[[0.018, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015]]"
Twin,Different_Models,"[R_learner,S_learner]",0.342,0.0,"[0.015, 0.012]","[0.013, 0.013]",1. 5 <= 26000.0 |2. 0.013 <= 0.015 and 0.013 <= 0.012 |3. 0.0 < 0.01,3,2,"[[0.015, 0.012], [0.014, 0.012], [0.014, 0.013], [0.013, 0.013], [0.013, 0.013], [0.013, 0.013]]"
Twin,Different_Models,"[R_learner,S_learner]",0.323,0.006,"[0.018, 0.015]","[0.016, 0.015]",1. 4 <= 31000.0 |2. 0.016 <= 0.018 and 0.015 <= 0.015 |3. 0.006 < 0.01,3,1,"[[0.018, 0.015], [0.016, 0.015], [0.015, 0.015], [0.015, 0.015], [0.016, 0.015]]"
Twin,Different_Data,T_learner,0.503,0.0,"[0.016, 0.015]","[0.013, 0.013]",1. 6 <= 26000.0 |2. 0.013 <= 0.016 and 0.013 <= 0.015 |3. 0.0 < 0.01,3,3,"[[0.016, 0.015], [0.014, 0.015], [0.014, 0.014], [0.014, 0.013], [0.013, 0.013], [0.013, 0.013], [0.013, 0.013]]"
Twin,Different_Data,T_learner,0.529,0.006,"[0.017, 0.016]","[0.014, 0.014]",1. 5 <= 28000.0 |2. 0.014 <= 0.017 and 0.014 <= 0.016 |3. 0.006 < 0.01,3,2,"[[0.017, 0.016], [0.014, 0.016], [0.014, 0.014], [0.013, 0.014], [0.013, 0.014], [0.014, 0.014]]"
Twin,Different_Data,T_learner,0.445,0.013,"[0.011, 0.017]","[0.012, 0.013]",1. 5 <= 25000.0 |2. 0.012 <= 0.011 and 0.013 <= 0.017 |3. 0.013 < 0.01,4,1,"[[0.011, 0.017], [0.012, 0.017], [0.011, 0.017], [0.011, 0.013], [0.012, 0.013], [0.012, 0.013]]"
Twin,Different_Data,T_learner,0.555,0.013,"[0.018, 0.017]","[0.015, 0.016]",1. 4 <= 31000.0 |2. 0.015 <= 0.018 and 0.016 <= 0.017 |3. 0.013 < 0.01,2,2,"[[0.018, 0.017], [0.018, 0.017], [0.015, 0.017], [0.015, 0.016], [0.015, 0.016]]"
Twin,Different_Data,T_learner,0.581,0.0,"[0.016, 0.012]","[0.012, 0.012]",1. 5 <= 24000.0 |2. 0.012 <= 0.016 and 0.012 <= 0.012 |3. 0.0 < 0.01,2,3,"[[0.016, 0.012], [0.016, 0.012], [0.012, 0.012], [0.012, 0.011], [0.012, 0.012], [0.012, 0.012]]"
Twin,Different_Data,T_learner,0.426,0.135,"[0.016, 0.019]","[0.016, 0.015]",1. 51 <= 31000.0 |2. 0.016 <= 0.016 and 0.015 <= 0.019 |3. 0.135 < 0.01,0,51,"[[0.016, 0.019], [0.016, 0.017], [0.016, 0.016], [0.016, 0.016], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015], [0.016, 0.015]]"
Twin,Different_Data,T_learner,0.523,0.006,"[0.019, 0.018]","[0.015, 0.016]",1. 8 <= 31000.0 |2. 0.015 <= 0.019 and 0.016 <= 0.018 |3. 0.006 < 0.01,3,5,"[[0.019, 0.018], [0.015, 0.018], [0.015, 0.015], [0.017, 0.015], [0.015, 0.015], [0.015, 0.017], [0.015, 0.016], [0.015, 0.017], [0.015, 0.016]]"
Twin,Different_Data,T_learner,0.548,0.0,"[0.018, 0.02]","[0.015, 0.015]",1. 4 <= 30000.0 |2. 0.015 <= 0.018 and 0.015 <= 0.02 |3. 0.0 < 0.01,3,1,"[[0.018, 0.02], [0.014, 0.02], [0.014, 0.015], [0.015, 0.015], [0.015, 0.015]]"
Twin,Different_Data,T_learner,0.574,0.0,"[0.02, 0.02]","[0.018, 0.017]",1. 7 <= 35000.0 |2. 0.018 <= 0.02 and 0.017 <= 0.02 |3. 0.0 < 0.01,4,3,"[[0.02, 0.02], [0.02, 0.018], [0.018, 0.018], [0.016, 0.018], [0.016, 0.017], [0.017, 0.017], [0.018, 0.017], [0.018, 0.017]]"
Twin,Different_Data,T_learner,0.413,0.013,"[0.014, 0.016]","[0.013, 0.013]",1. 6 <= 26000.0 |2. 0.013 <= 0.014 and 0.013 <= 0.016 |3. 0.013 < 0.01,3,3,"[[0.014, 0.016], [0.012, 0.016], [0.012, 0.013], [0.013, 0.013], [0.013, 0.013], [0.013, 0.013], [0.013, 0.013]]"
Twin,Different_Data,T_learner,0.484,0.006,"[0.014, 0.018]","[0.013, 0.013]",1. 5 <= 26000.0 |2. 0.013 <= 0.014 and 0.013 <= 0.018 |3. 0.006 < 0.01,3,2,"[[0.014, 0.018], [0.014, 0.014], [0.013, 0.014], [0.013, 0.013], [0.013, 0.013], [0.013, 0.013]]"
Twin,Different_Data,T_learner,0.497,0.013,"[0.014, 0.015]","[0.012, 0.012]",1. 6 <= 24000.0 |2. 0.012 <= 0.014 and 0.012 <= 0.015 |3. 0.013 < 0.01,3,3,"[[0.014, 0.015], [0.014, 0.012], [0.012, 0.012], [0.012, 0.012], [0.012, 0.012], [0.012, 0.012], [0.012, 0.012]]"
Twin,Different_Data,T_learner,0.555,0.0,"[0.018, 0.022]","[0.017, 0.017]",1. 7 <= 34000.0 |2. 0.017 <= 0.018 and 0.017 <= 0.022 |3. 0.0 < 0.01,3,4,"[[0.018, 0.022], [0.018, 0.019], [0.017, 0.019], [0.017, 0.018], [0.017, 0.017], [0.017, 0.017], [0.017, 0.017], [0.017, 0.017]]"
Twin,Different_Data,T_learner,0.535,0.013,"[0.019, 0.02]","[0.017, 0.017]",1. 6 <= 34000.0 |2. 0.017 <= 0.019 and 0.017 <= 0.02 |3. 0.013 < 0.01,3,3,"[[0.019, 0.02], [0.019, 0.019], [0.018, 0.019], [0.017, 0.019], [0.017, 0.018], [0.017, 0.017], [0.017, 0.017]]"
Twin,Different_Data,T_learner,0.471,0.0,"[0.012, 0.012]","[0.011, 0.011]",1. 6 <= 22000.0 |2. 0.011 <= 0.012 and 0.011 <= 0.012 |3. 0.0 < 0.01,3,3,"[[0.012, 0.012], [0.012, 0.012], [0.011, 0.012], [0.011, 0.011], [0.011, 0.011], [0.011, 0.011], [0.011, 0.011]]"
Twin,Different_Data,T_learner,0.484,0.006,"[0.018, 0.018]","[0.015, 0.015]",1. 4 <= 30000.0 |2. 0.015 <= 0.018 and 0.015 <= 0.018 |3. 0.006 < 0.01,2,2,"[[0.018, 0.018], [0.015, 0.018], [0.015, 0.015], [0.015, 0.015], [0.015, 0.015]]"
Twin,Different_Data,T_learner,0.477,0.0,"[0.013, 0.014]","[0.012, 0.012]",1. 5 <= 24000.0 |2. 0.012 <= 0.013 and 0.012 <= 0.014 |3. 0.0 < 0.01,2,3,"[[0.013, 0.014], [0.012, 0.014], [0.012, 0.012], [0.012, 0.012], [0.012, 0.012], [0.012, 0.012]]"
Twin,Different_Data,T_learner,0.51,0.019,"[0.015, 0.015]","[0.013, 0.013]",1. 4 <= 26000.0 |2. 0.013 <= 0.015 and 0.013 <= 0.015 |3. 0.019 < 0.01,3,1,"[[0.015, 0.015], [0.013, 0.015], [0.013, 0.013], [0.013, 0.013], [0.013, 0.013]]"
Twin,Different_Data,T_learner,0.516,0.006,"[0.015, 0.017]","[0.013, 0.014]",1. 7 <= 27000.0 |2. 0.013 <= 0.015 and 0.014 <= 0.017 |3. 0.006 < 0.01,3,4,"[[0.015, 0.017], [0.015, 0.016], [0.015, 0.016], [0.015, 0.014], [0.013, 0.014], [0.013, 0.014], [0.013, 0.014], [0.013, 0.014]]"
Twin,Different_Data,T_learner,0.497,0.013,"[0.019, 0.018]","[0.017, 0.017]",1. 6 <= 34000.0 |2. 0.017 <= 0.019 and 0.017 <= 0.018 |3. 0.013 < 0.01,5,1,"[[0.019, 0.018], [0.018, 0.018], [0.017, 0.018], [0.017, 0.018], [0.017, 0.017], [0.017, 0.017], [0.017, 0.017]]"
Twin,Different_Data,X_learner,0.432,0.0,"[0.016, 0.017]","[0.017, 0.016]",1. 6 <= 33000.0 |2. 0.017 <= 0.016 and 0.016 <= 0.017 |3. 0.0 < 0.01,4,2,"[[0.016, 0.017], [0.015, 0.017], [0.016, 0.017], [0.015, 0.017], [0.015, 0.015], [0.017, 0.015], [0.017, 0.016]]"
Twin,Different_Data,X_learner,0.413,0.013,"[0.016, 0.015]","[0.015, 0.014]",1. 5 <= 29000.0 |2. 0.015 <= 0.016 and 0.014 <= 0.015 |3. 0.013 < 0.01,3,2,"[[0.016, 0.015], [0.016, 0.015], [0.016, 0.014], [0.015, 0.014], [0.015, 0.014], [0.015, 0.014]]"
Twin,Different_Data,X_learner,0.387,0.019,"[0.016, 0.016]","[0.015, 0.015]",1. 5 <= 30000.0 |2. 0.015 <= 0.016 and 0.015 <= 0.016 |3. 0.019 < 0.01,1,4,"[[0.016, 0.016], [0.016, 0.015], [0.015, 0.015], [0.015, 0.015], [0.015, 0.015], [0.015, 0.015]]"
Twin,Different_Data,X_learner,0.361,0.0,"[0.019, 0.02]","[0.018, 0.019]",1. 5 <= 37000.0 |2. 0.018 <= 0.019 and 0.019 <= 0.02 |3. 0.0 < 0.01,3,2,"[[0.019, 0.02], [0.02, 0.02], [0.019, 0.02], [0.019, 0.019], [0.018, 0.019], [0.018, 0.019]]"
Twin,Different_Data,X_learner,0.471,0.0,"[0.015, 0.019]","[0.014, 0.015]",1. 4 <= 29000.0 |2. 0.014 <= 0.015 and 0.015 <= 0.019 |3. 0.0 < 0.01,2,2,"[[0.015, 0.019], [0.014, 0.019], [0.014, 0.016], [0.014, 0.015], [0.014, 0.015]]"
Twin,Different_Data,X_learner,0.368,0.013,"[0.013, 0.015]","[0.013, 0.013]",1. 4 <= 26000.0 |2. 0.013 <= 0.013 and 0.013 <= 0.015 |3. 0.013 < 0.01,2,2,"[[0.013, 0.015], [0.013, 0.015], [0.013, 0.015], [0.013, 0.013], [0.013, 0.013]]"
Twin,Different_Data,X_learner,0.4,0.006,"[0.014, 0.014]","[0.012, 0.012]",1. 5 <= 24000.0 |2. 0.012 <= 0.014 and 0.012 <= 0.014 |3. 0.006 < 0.01,3,2,"[[0.014, 0.014], [0.012, 0.014], [0.012, 0.012], [0.012, 0.012], [0.012, 0.012], [0.012, 0.012]]"
Twin,Different_Data,X_learner,0.413,0.013,"[0.019, 0.019]","[0.019, 0.02]",1. 6 <= 39000.0 |2. 0.019 <= 0.019 and 0.02 <= 0.019 |3. 0.013 < 0.01,4,2,"[[0.019, 0.019], [0.019, 0.019], [0.018, 0.019], [0.018, 0.018], [0.018, 0.018], [0.018, 0.02], [0.019, 0.02]]"
Twin,Different_Data,X_learner,0.348,0.0,"[0.014, 0.015]","[0.013, 0.014]",1. 4 <= 27000.0 |2. 0.013 <= 0.014 and 0.014 <= 0.015 |3. 0.0 < 0.01,1,3,"[[0.014, 0.015], [0.013, 0.015], [0.013, 0.014], [0.013, 0.014], [0.013, 0.014]]"
Twin,Different_Data,X_learner,0.394,0.0,"[0.017, 0.017]","[0.016, 0.016]",1. 4 <= 32000.0 |2. 0.016 <= 0.017 and 0.016 <= 0.017 |3. 0.0 < 0.01,2,2,"[[0.017, 0.017], [0.015, 0.017], [0.015, 0.016], [0.016, 0.016], [0.016, 0.016]]"
Twin,Different_Data,X_learner,0.413,0.006,"[0.016, 0.016]","[0.015, 0.015]",1. 6 <= 30000.0 |2. 0.015 <= 0.016 and 0.015 <= 0.016 |3. 0.006 < 0.01,2,4,"[[0.016, 0.016], [0.016, 0.016], [0.016, 0.015], [0.015, 0.015], [0.015, 0.015], [0.015, 0.015], [0.015, 0.015]]"
Twin,Different_Data,X_learner,0.381,0.006,"[0.012, 0.011]","[0.01, 0.011]",1. 5 <= 21000.0 |2. 0.01 <= 0.012 and 0.011 <= 0.011 |3. 0.006 < 0.01,3,2,"[[0.012, 0.011], [0.011, 0.011], [0.011, 0.011], [0.01, 0.011], [0.01, 0.011], [0.01, 0.011]]"
Twin,Different_Data,X_learner,0.458,0.019,"[0.017, 0.019]","[0.017, 0.016]",1. 8 <= 33000.0 |2. 0.017 <= 0.017 and 0.016 <= 0.019 |3. 0.019 < 0.01,4,4,"[[0.017, 0.019], [0.017, 0.017], [0.017, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.016, 0.016], [0.017, 0.016]]"
Twin,Different_Data,X_learner,0.406,0.006,"[0.018, 0.018]","[0.016, 0.016]",1. 5 <= 32000.0 |2. 0.016 <= 0.018 and 0.016 <= 0.018 |3. 0.006 < 0.01,2,3,"[[0.018, 0.018], [0.016, 0.018], [0.016, 0.017], [0.016, 0.017], [0.016, 0.017], [0.016, 0.016]]"
Twin,Different_Data,X_learner,0.394,0.006,"[0.015, 0.015]","[0.015, 0.014]",1. 4 <= 29000.0 |2. 0.015 <= 0.015 and 0.014 <= 0.015 |3. 0.006 < 0.01,2,2,"[[0.015, 0.015], [0.015, 0.014], [0.014, 0.014], [0.014, 0.014], [0.015, 0.014]]"
Twin,Different_Data,X_learner,0.413,0.0,"[0.015, 0.014]","[0.013, 0.014]",1. 3 <= 27000.0 |2. 0.013 <= 0.015 and 0.014 <= 0.014 |3. 0.0 < 0.01,1,2,"[[0.015, 0.014], [0.015, 0.013], [0.013, 0.013], [0.013, 0.014]]"
Twin,Different_Data,X_learner,0.4,0.013,"[0.013, 0.015]","[0.012, 0.012]",1. 5 <= 24000.0 |2. 0.012 <= 0.013 and 0.012 <= 0.015 |3. 0.013 < 0.01,1,4,"[[0.013, 0.015], [0.013, 0.012], [0.012, 0.012], [0.012, 0.012], [0.012, 0.012], [0.012, 0.012]]"
Twin,Different_Data,X_learner,0.406,0.006,"[0.014, 0.012]","[0.013, 0.012]",1. 4 <= 25000.0 |2. 0.013 <= 0.014 and 0.012 <= 0.012 |3. 0.006 < 0.01,3,1,"[[0.014, 0.012], [0.014, 0.012], [0.013, 0.012], [0.013, 0.012], [0.013, 0.012]]"
