Data,Method,Models,Initial Disagreement,Final Disagreement,Initial Brier,Final Brier,Theorem 3.1,T1,T2,Brier Scores
Folk_Travel_Data,different features,LogisticRegression,0.106,0.0,"[0.233, 0.248]","[0.233, 0.234]",1. 1 <= 3736.0 |2. 0.233 <= 0.233 and 0.234 <= 0.248 |3. 0.0 < 0.05,0,1,"[[0.233, 0.248], [0.233, 0.234]]"
Folk_Travel_Data,different features,KNeighborsClassifier,0.486,0.038,"[0.262, 0.287]","[0.253, 0.253]",1. 4 <= 4048.0 |2. 0.253 <= 0.262 and 0.253 <= 0.287 |3. 0.038 < 0.05,2,2,"[[0.262, 0.287], [0.262, 0.264], [0.262, 0.253], [0.255, 0.253], [0.253, 0.253]]"
Folk_Travel_Data,different features,DecisionTreeClassifier,0.653,0.0,"[0.381, 0.416]","[0.312, 0.307]",1. 5 <= 4952.0 |2. 0.312 <= 0.381 and 0.307 <= 0.416 |3. 0.0 < 0.05,2,3,"[[0.381, 0.416], [0.381, 0.367], [0.332, 0.367], [0.332, 0.316], [0.312, 0.316], [0.312, 0.307]]"
Folk_Travel,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.4,0.03,"[0.232, 0.262]","[0.231, 0.235]",1. 3 <= 3728.0 |2. 0.231 <= 0.232 and 0.235 <= 0.262 |3. 0.03 < 0.05,1,2,"[[0.232, 0.262], [0.232, 0.247], [0.232, 0.235], [0.231, 0.235]]"
Folk_Mobility_Data,different data,KNeighborsClassifier,0.394,0.031,"[0.216, 0.215]","[0.209, 0.206]",1. 3 <= 3320.0 |2. 0.209 <= 0.216 and 0.206 <= 0.215 |3. 0.031 < 0.05,1,2,"[[0.216, 0.215], [0.216, 0.208], [0.209, 0.208], [0.209, 0.206]]"
Folk_Mobility_Data,different data,DecisionTreeClassifier,0.361,0.0,"[0.337, 0.345]","[0.24, 0.239]",1. 4 <= 3832.0 |2. 0.24 <= 0.337 and 0.239 <= 0.345 |3. 0.0 < 0.05,2,2,"[[0.337, 0.345], [0.337, 0.255], [0.256, 0.255], [0.256, 0.239], [0.24, 0.239]]"
Folk_Mobility_Data,different features,KNeighborsClassifier,0.481,0.023,"[0.22, 0.22]","[0.203, 0.204]",1. 4 <= 3256.0 |2. 0.203 <= 0.22 and 0.204 <= 0.22 |3. 0.023 < 0.05,2,2,"[[0.22, 0.22], [0.207, 0.22], [0.207, 0.207], [0.203, 0.207], [0.203, 0.204]]"
Folk_Mobility_Data,different features,DecisionTreeClassifier,0.548,0.0,"[0.298, 0.3]","[0.235, 0.233]",1. 6 <= 3744.0 |2. 0.235 <= 0.298 and 0.233 <= 0.3 |3. 0.0 < 0.05,3,3,"[[0.298, 0.3], [0.248, 0.3], [0.248, 0.252], [0.248, 0.242], [0.248, 0.233], [0.241, 0.233], [0.235, 0.233]]"
Folk_Mobility,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.397,0.044,"[0.191, 0.208]","[0.191, 0.192]",1. 2 <= 3064.0 |2. 0.191 <= 0.191 and 0.192 <= 0.208 |3. 0.044 < 0.05,0,2,"[[0.191, 0.208], [0.191, 0.199], [0.191, 0.192]]"
Community_Data,Dummy,Dummy,0.644,0.015,"[0.211, 0.206]","[0.119, 0.111]",1. 4 <= 1840.0 |2. 0.119 <= 0.211 and 0.111 <= 0.206 |3. 0.015 < 0.05,2,2,"[[0.211, 0.206], [0.211, 0.113], [0.122, 0.113], [0.122, 0.111], [0.119, 0.111]]"
Community_Data,different data,KNeighborsRegressor,0.06,0.018,"[0.025, 0.024]","[0.024, 0.024]",1. 1 <= 384.0 |2. 0.024 <= 0.025 and 0.024 <= 0.024 |3. 0.018 < 0.05,1,0,"[[0.025, 0.024], [0.024, 0.024]]"
Community_Data,different data,DecisionTreeRegressor,0.223,0.033,"[0.033, 0.041]","[0.03, 0.032]",1. 3 <= 496.0 |2. 0.03 <= 0.033 and 0.032 <= 0.041 |3. 0.033 < 0.05,1,2,"[[0.033, 0.041], [0.033, 0.033], [0.033, 0.032], [0.03, 0.032]]"
Community_Data,different features,DecisionTreeRegressor,0.195,0.04,"[0.04, 0.039]","[0.03, 0.03]",1. 3 <= 480.0 |2. 0.03 <= 0.04 and 0.03 <= 0.039 |3. 0.04 < 0.05,2,1,"[[0.04, 0.039], [0.04, 0.03], [0.031, 0.03], [0.03, 0.03]]"
Community,different models,"['KNeighborsRegressor', 'DecisionTreeRegressor']",0.188,0.025,"[0.022, 0.045]","[0.022, 0.029]",1. 2 <= 408.0 |2. 0.022 <= 0.022 and 0.029 <= 0.045 |3. 0.025 < 0.05,0,2,"[[0.022, 0.045], [0.022, 0.032], [0.022, 0.029]]"
Community,different models,"['DecisionTreeRegressor', 'LinearRegression']",0.19,0.008,"[0.043, 0.02]","[0.027, 0.02]",1. 2 <= 376.0 |2. 0.027 <= 0.043 and 0.02 <= 0.02 |3. 0.008 < 0.05,2,0,"[[0.043, 0.02], [0.03, 0.02], [0.027, 0.02]]"
Compas_Data,different data,KNeighborsClassifier,0.364,0.019,"[0.244, 0.251]","[0.241, 0.235]",1. 3 <= 3808.0 |2. 0.241 <= 0.244 and 0.235 <= 0.251 |3. 0.019 < 0.05,1,2,"[[0.244, 0.251], [0.244, 0.24], [0.244, 0.235], [0.241, 0.235]]"
Compas_Data,different data,DecisionTreeClassifier,0.418,0.027,"[0.276, 0.264]","[0.237, 0.239]",1. 6 <= 3808.0 |2. 0.237 <= 0.276 and 0.239 <= 0.264 |3. 0.027 < 0.05,4,2,"[[0.276, 0.264], [0.257, 0.264], [0.257, 0.247], [0.243, 0.247], [0.243, 0.239], [0.238, 0.239], [0.237, 0.239]]"
Compas_Data,different features,LogisticRegression,0.236,0.03,"[0.22, 0.217]","[0.22, 0.213]",1. 2 <= 3464.0 |2. 0.22 <= 0.22 and 0.213 <= 0.217 |3. 0.03 < 0.05,0,2,"[[0.22, 0.217], [0.22, 0.215], [0.22, 0.213]]"
Compas_Data,different features,KNeighborsClassifier,0.482,0.041,"[0.247, 0.259]","[0.228, 0.233]",1. 4 <= 3688.0 |2. 0.228 <= 0.247 and 0.233 <= 0.259 |3. 0.041 < 0.05,2,2,"[[0.247, 0.259], [0.229, 0.259], [0.229, 0.241], [0.229, 0.233], [0.228, 0.233]]"
Compas_Data,different features,DecisionTreeClassifier,0.403,0.011,"[0.241, 0.217]","[0.218, 0.215]",1. 3 <= 3464.0 |2. 0.218 <= 0.241 and 0.215 <= 0.217 |3. 0.011 < 0.05,2,1,"[[0.241, 0.217], [0.229, 0.217], [0.218, 0.217], [0.218, 0.215]]"
Compas,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.402,0.015,"[0.208, 0.25]","[0.208, 0.217]",1. 2 <= 3400.0 |2. 0.208 <= 0.208 and 0.217 <= 0.25 |3. 0.015 < 0.05,0,2,"[[0.208, 0.25], [0.208, 0.232], [0.208, 0.217]]"
Compas,different models,"['LogisticRegression', 'DecisionTreeClassifier']",0.214,0.055,"[0.208, 0.241]","[0.208, 0.212]",1. 2 <= 3360.0 |2. 0.208 <= 0.208 and 0.212 <= 0.241 |3. 0.055 < 0.05,0,2,"[[0.208, 0.241], [0.208, 0.224], [0.208, 0.212]]"
Compas,different models,"['KNeighborsClassifier', 'DecisionTreeClassifier']",0.275,0.042,"[0.25, 0.241]","[0.232, 0.239]",1. 3 <= 3768.0 |2. 0.232 <= 0.25 and 0.239 <= 0.241 |3. 0.042 < 0.05,2,1,"[[0.25, 0.241], [0.24, 0.241], [0.24, 0.239], [0.232, 0.239]]"
Adult_Data,different data,KNeighborsClassifier,0.206,0.044,"[0.142, 0.149]","[0.134, 0.137]",1. 2 <= 2168.0 |2. 0.134 <= 0.142 and 0.137 <= 0.149 |3. 0.044 < 0.05,1,1,"[[0.142, 0.149], [0.134, 0.149], [0.134, 0.137]]"
Adult_Data,different data,DecisionTreeClassifier,0.245,0.0,"[0.216, 0.206]","[0.16, 0.159]",1. 4 <= 2552.0 |2. 0.16 <= 0.216 and 0.159 <= 0.206 |3. 0.0 < 0.05,2,2,"[[0.216, 0.206], [0.175, 0.206], [0.175, 0.17], [0.16, 0.17], [0.16, 0.159]]"
Adult_Data,different features,LogisticRegression,0.232,0.039,"[0.12, 0.132]","[0.12, 0.12]",1. 2 <= 1920.0 |2. 0.12 <= 0.12 and 0.12 <= 0.132 |3. 0.039 < 0.05,0,2,"[[0.12, 0.132], [0.12, 0.127], [0.12, 0.12]]"
Adult_Data,different features,KNeighborsClassifier,0.32,0.024,"[0.168, 0.141]","[0.135, 0.135]",1. 4 <= 2160.0 |2. 0.135 <= 0.168 and 0.135 <= 0.141 |3. 0.024 < 0.05,3,1,"[[0.168, 0.141], [0.15, 0.141], [0.137, 0.141], [0.137, 0.135], [0.135, 0.135]]"
Adult_Data,different features,DecisionTreeClassifier,0.396,0.03,"[0.178, 0.146]","[0.135, 0.135]",1. 5 <= 2160.0 |2. 0.135 <= 0.178 and 0.135 <= 0.146 |3. 0.03 < 0.05,3,2,"[[0.178, 0.146], [0.15, 0.146], [0.14, 0.146], [0.14, 0.136], [0.135, 0.136], [0.135, 0.135]]"
Adult,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.214,0.019,"[0.115, 0.141]","[0.115, 0.122]",1. 2 <= 1896.0 |2. 0.115 <= 0.115 and 0.122 <= 0.141 |3. 0.019 < 0.05,0,2,"[[0.115, 0.141], [0.115, 0.129], [0.115, 0.122]]"
German_Data,different data,LogisticRegression,0.165,0.01,"[0.168, 0.183]","[0.164, 0.177]",1. 2 <= 2728.0 |2. 0.164 <= 0.168 and 0.177 <= 0.183 |3. 0.01 < 0.05,1,1,"[[0.168, 0.183], [0.168, 0.177], [0.164, 0.177]]"
German_Data,different data,KNeighborsClassifier,0.25,0.02,"[0.203, 0.22]","[0.201, 0.216]",1. 3 <= 3336.0 |2. 0.201 <= 0.203 and 0.216 <= 0.22 |3. 0.02 < 0.05,2,1,"[[0.203, 0.22], [0.203, 0.216], [0.202, 0.216], [0.201, 0.216]]"
German_Data,different data,DecisionTreeClassifier,0.275,0.0,"[0.34, 0.315]","[0.251, 0.251]",1. 4 <= 4016.0 |2. 0.251 <= 0.34 and 0.251 <= 0.315 |3. 0.0 < 0.05,2,2,"[[0.34, 0.315], [0.34, 0.262], [0.27, 0.262], [0.27, 0.251], [0.251, 0.251]]"
German_Data,different features,LogisticRegression,0.425,0.05,"[0.205, 0.166]","[0.172, 0.166]",1. 3 <= 2704.0 |2. 0.172 <= 0.205 and 0.166 <= 0.166 |3. 0.05 < 0.05,3,0,"[[0.205, 0.166], [0.191, 0.166], [0.174, 0.166], [0.172, 0.166]]"
German_Data,different features,KNeighborsClassifier,0.345,0.02,"[0.179, 0.247]","[0.184, 0.203]",1. 4 <= 3096.0 |2. 0.184 <= 0.179 and 0.203 <= 0.247 |3. 0.02 < 0.05,2,2,"[[0.179, 0.247], [0.179, 0.208], [0.178, 0.208], [0.178, 0.203], [0.184, 0.203]]"
German_Data,different features,DecisionTreeClassifier,0.37,0.0,"[0.365, 0.293]","[0.221, 0.219]",1. 4 <= 3520.0 |2. 0.221 <= 0.365 and 0.219 <= 0.293 |3. 0.0 < 0.05,2,2,"[[0.365, 0.293], [0.365, 0.218], [0.257, 0.218], [0.221, 0.218], [0.221, 0.219]]"
German,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.34,0.035,"[0.168, 0.215]","[0.169, 0.182]",1. 3 <= 2808.0 |2. 0.169 <= 0.168 and 0.182 <= 0.215 |3. 0.035 < 0.05,1,2,"[[0.168, 0.215], [0.168, 0.195], [0.168, 0.182], [0.169, 0.182]]"
Folk_Income_Data,different data,KNeighborsClassifier,0.236,0.048,"[0.168, 0.168]","[0.161, 0.161]",1. 2 <= 2576.0 |2. 0.161 <= 0.168 and 0.161 <= 0.168 |3. 0.048 < 0.05,1,1,"[[0.168, 0.168], [0.168, 0.161], [0.161, 0.161]]"
Folk_Income_Data,different data,DecisionTreeClassifier,0.278,0.0,"[0.264, 0.264]","[0.193, 0.193]",1. 4 <= 3088.0 |2. 0.193 <= 0.264 and 0.193 <= 0.264 |3. 0.0 < 0.05,2,2,"[[0.264, 0.264], [0.22, 0.264], [0.22, 0.22], [0.22, 0.193], [0.193, 0.193]]"
Folk_Income_Data,different features,LogisticRegression,0.384,0.015,"[0.165, 0.177]","[0.161, 0.161]",1. 4 <= 2576.0 |2. 0.161 <= 0.165 and 0.161 <= 0.177 |3. 0.015 < 0.05,2,2,"[[0.165, 0.177], [0.165, 0.169], [0.165, 0.161], [0.163, 0.161], [0.161, 0.161]]"
Folk_Income_Data,different features,KNeighborsClassifier,0.387,0.029,"[0.174, 0.189]","[0.161, 0.158]",1. 5 <= 2552.0 |2. 0.161 <= 0.174 and 0.158 <= 0.189 |3. 0.029 < 0.05,2,3,"[[0.174, 0.189], [0.174, 0.173], [0.174, 0.16], [0.166, 0.16], [0.161, 0.16], [0.161, 0.158]]"
Folk_Income_Data,different features,DecisionTreeClassifier,0.511,0.0,"[0.228, 0.268]","[0.187, 0.186]",1. 6 <= 2984.0 |2. 0.187 <= 0.228 and 0.186 <= 0.268 |3. 0.0 < 0.05,3,3,"[[0.228, 0.268], [0.228, 0.215], [0.228, 0.188], [0.203, 0.188], [0.189, 0.188], [0.189, 0.186], [0.187, 0.186]]"
Folk_Income,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.285,0.043,"[0.145, 0.165]","[0.145, 0.148]",1. 2 <= 2344.0 |2. 0.145 <= 0.145 and 0.148 <= 0.165 |3. 0.043 < 0.05,0,2,"[[0.145, 0.165], [0.145, 0.156], [0.145, 0.148]]"
Folk_Travel_Data,different data,KNeighborsClassifier,0.388,0.017,"[0.262, 0.261]","[0.247, 0.248]",1. 4 <= 3960.0 |2. 0.247 <= 0.262 and 0.248 <= 0.261 |3. 0.017 < 0.05,2,2,"[[0.262, 0.261], [0.262, 0.252], [0.252, 0.252], [0.252, 0.248], [0.247, 0.248]]"
Folk_Travel_Data,different data,DecisionTreeClassifier,0.425,0.0,"[0.408, 0.411]","[0.303, 0.303]",1. 4 <= 4848.0 |2. 0.303 <= 0.408 and 0.303 <= 0.411 |3. 0.0 < 0.05,2,2,"[[0.408, 0.411], [0.408, 0.359], [0.408, 0.303], [0.358, 0.303], [0.303, 0.303]]"
Folk_Travel_Data,different features,LogisticRegression,0.106,0.002,"[0.248, 0.233]","[0.234, 0.233]",1. 1 <= 3736.0 |2. 0.234 <= 0.248 and 0.233 <= 0.233 |3. 0.002 < 0.05,1,0,"[[0.248, 0.233], [0.234, 0.233]]"
Folk_Travel_Data,different features,KNeighborsClassifier,0.497,0.043,"[0.267, 0.271]","[0.243, 0.245]",1. 4 <= 3904.0 |2. 0.243 <= 0.267 and 0.245 <= 0.271 |3. 0.043 < 0.05,2,2,"[[0.267, 0.271], [0.25, 0.271], [0.25, 0.254], [0.25, 0.245], [0.243, 0.245]]"
Folk_Travel_Data,different features,DecisionTreeClassifier,0.648,0.003,"[0.389, 0.43]","[0.305, 0.301]",1. 4 <= 4848.0 |2. 0.305 <= 0.389 and 0.301 <= 0.43 |3. 0.003 < 0.05,2,2,"[[0.389, 0.43], [0.389, 0.358], [0.389, 0.301], [0.343, 0.301], [0.305, 0.301]]"
Folk_Travel,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.4,0.03,"[0.232, 0.262]","[0.231, 0.235]",1. 3 <= 3728.0 |2. 0.231 <= 0.232 and 0.235 <= 0.262 |3. 0.03 < 0.05,1,2,"[[0.232, 0.262], [0.232, 0.247], [0.232, 0.235], [0.231, 0.235]]"
Folk_Mobility_Data,different data,KNeighborsClassifier,0.394,0.033,"[0.216, 0.212]","[0.206, 0.203]",1. 3 <= 3272.0 |2. 0.206 <= 0.216 and 0.203 <= 0.212 |3. 0.033 < 0.05,2,1,"[[0.216, 0.212], [0.216, 0.203], [0.207, 0.203], [0.206, 0.203]]"
Folk_Mobility_Data,different data,DecisionTreeClassifier,0.368,0.0,"[0.345, 0.355]","[0.247, 0.248]",1. 4 <= 3960.0 |2. 0.247 <= 0.345 and 0.248 <= 0.355 |3. 0.0 < 0.05,2,2,"[[0.345, 0.355], [0.345, 0.266], [0.265, 0.266], [0.265, 0.248], [0.247, 0.248]]"
Folk_Mobility_Data,different features,KNeighborsClassifier,0.478,0.023,"[0.212, 0.222]","[0.2, 0.203]",1. 4 <= 3224.0 |2. 0.2 <= 0.212 and 0.203 <= 0.222 |3. 0.023 < 0.05,2,2,"[[0.212, 0.222], [0.212, 0.208], [0.202, 0.208], [0.202, 0.203], [0.2, 0.203]]"
Folk_Mobility_Data,different features,DecisionTreeClassifier,0.516,0.0,"[0.326, 0.296]","[0.233, 0.232]",1. 6 <= 3720.0 |2. 0.233 <= 0.326 and 0.232 <= 0.296 |3. 0.0 < 0.05,3,3,"[[0.326, 0.296], [0.251, 0.296], [0.251, 0.246], [0.239, 0.246], [0.233, 0.246], [0.233, 0.239], [0.233, 0.232]]"
Folk_Mobility,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.397,0.044,"[0.191, 0.208]","[0.191, 0.192]",1. 2 <= 3064.0 |2. 0.191 <= 0.191 and 0.192 <= 0.208 |3. 0.044 < 0.05,0,2,"[[0.191, 0.208], [0.191, 0.199], [0.191, 0.192]]"
Community_Data,Dummy,Dummy,0.639,0.02,"[0.202, 0.197]","[0.109, 0.107]",1. 4 <= 1728.0 |2. 0.109 <= 0.202 and 0.107 <= 0.197 |3. 0.02 < 0.05,2,2,"[[0.202, 0.197], [0.113, 0.197], [0.113, 0.109], [0.109, 0.109], [0.109, 0.107]]"
Community_Data,different data,KNeighborsRegressor,0.065,0.048,"[0.025, 0.024]","[0.025, 0.024]",1. 1 <= 392.0 |2. 0.025 <= 0.025 and 0.024 <= 0.024 |3. 0.048 < 0.05,0,1,"[[0.025, 0.024], [0.025, 0.024]]"
Community_Data,different data,DecisionTreeRegressor,0.243,0.03,"[0.032, 0.051]","[0.032, 0.028]",1. 3 <= 480.0 |2. 0.032 <= 0.032 and 0.028 <= 0.051 |3. 0.03 < 0.05,0,3,"[[0.032, 0.051], [0.032, 0.036], [0.032, 0.033], [0.032, 0.028]]"
Community_Data,different data,LinearRegression,0.058,0.025,"[0.022, 0.024]","[0.022, 0.022]",1. 1 <= 352.0 |2. 0.022 <= 0.022 and 0.022 <= 0.024 |3. 0.025 < 0.05,0,1,"[[0.022, 0.024], [0.022, 0.022]]"
Community_Data,different features,KNeighborsRegressor,0.043,0.02,"[0.023, 0.024]","[0.023, 0.024]",1. 1 <= 376.0 |2. 0.023 <= 0.023 and 0.024 <= 0.024 |3. 0.02 < 0.05,0,1,"[[0.023, 0.024], [0.023, 0.024]]"
Community_Data,different features,DecisionTreeRegressor,0.236,0.035,"[0.042, 0.039]","[0.035, 0.033]",1. 3 <= 544.0 |2. 0.035 <= 0.042 and 0.033 <= 0.039 |3. 0.035 < 0.05,1,2,"[[0.042, 0.039], [0.042, 0.034], [0.035, 0.034], [0.035, 0.033]]"
Community,different models,"['KNeighborsRegressor', 'DecisionTreeRegressor']",0.188,0.018,"[0.022, 0.042]","[0.022, 0.028]",1. 2 <= 400.0 |2. 0.022 <= 0.022 and 0.028 <= 0.042 |3. 0.018 < 0.05,0,2,"[[0.022, 0.042], [0.022, 0.03], [0.022, 0.028]]"
Community,different models,"['DecisionTreeRegressor', 'LinearRegression']",0.175,0.005,"[0.04, 0.02]","[0.027, 0.02]",1. 2 <= 376.0 |2. 0.027 <= 0.04 and 0.02 <= 0.02 |3. 0.005 < 0.05,2,0,"[[0.04, 0.02], [0.037, 0.02], [0.027, 0.02]]"
Compas_Data,different data,KNeighborsClassifier,0.316,0.017,"[0.247, 0.243]","[0.231, 0.234]",1. 4 <= 3720.0 |2. 0.231 <= 0.247 and 0.234 <= 0.243 |3. 0.017 < 0.05,2,2,"[[0.247, 0.243], [0.235, 0.243], [0.235, 0.237], [0.235, 0.234], [0.231, 0.234]]"
Compas_Data,different data,DecisionTreeClassifier,0.323,0.041,"[0.275, 0.255]","[0.247, 0.243]",1. 5 <= 3920.0 |2. 0.247 <= 0.275 and 0.243 <= 0.255 |3. 0.041 < 0.05,2,3,"[[0.275, 0.255], [0.275, 0.247], [0.275, 0.244], [0.257, 0.244], [0.247, 0.244], [0.247, 0.243]]"
Compas_Data,different features,LogisticRegression,0.282,0.028,"[0.211, 0.236]","[0.211, 0.218]",1. 2 <= 3432.0 |2. 0.211 <= 0.211 and 0.218 <= 0.236 |3. 0.028 < 0.05,0,2,"[[0.211, 0.236], [0.211, 0.229], [0.211, 0.218]]"
Compas_Data,different features,KNeighborsClassifier,0.461,0.027,"[0.274, 0.268]","[0.248, 0.236]",1. 4 <= 3872.0 |2. 0.248 <= 0.274 and 0.236 <= 0.268 |3. 0.027 < 0.05,2,2,"[[0.274, 0.268], [0.274, 0.237], [0.258, 0.237], [0.248, 0.237], [0.248, 0.236]]"
Compas_Data,different features,DecisionTreeClassifier,0.342,0.029,"[0.21, 0.233]","[0.21, 0.211]",1. 2 <= 3368.0 |2. 0.21 <= 0.21 and 0.211 <= 0.233 |3. 0.029 < 0.05,0,2,"[[0.21, 0.233], [0.21, 0.219], [0.21, 0.211]]"
Compas,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.402,0.015,"[0.208, 0.25]","[0.208, 0.217]",1. 2 <= 3400.0 |2. 0.208 <= 0.208 and 0.217 <= 0.25 |3. 0.015 < 0.05,0,2,"[[0.208, 0.25], [0.208, 0.232], [0.208, 0.217]]"
Compas,different models,"['LogisticRegression', 'DecisionTreeClassifier']",0.212,0.054,"[0.208, 0.241]","[0.208, 0.213]",1. 2 <= 3368.0 |2. 0.208 <= 0.208 and 0.213 <= 0.241 |3. 0.054 < 0.05,0,2,"[[0.208, 0.241], [0.208, 0.224], [0.208, 0.213]]"
Compas,different models,"['KNeighborsClassifier', 'DecisionTreeClassifier']",0.275,0.042,"[0.25, 0.24]","[0.231, 0.239]",1. 3 <= 3760.0 |2. 0.231 <= 0.25 and 0.239 <= 0.24 |3. 0.042 < 0.05,2,1,"[[0.25, 0.24], [0.24, 0.24], [0.24, 0.239], [0.231, 0.239]]"
Adult_Data,different data,KNeighborsClassifier,0.208,0.045,"[0.145, 0.145]","[0.137, 0.136]",1. 2 <= 2184.0 |2. 0.137 <= 0.145 and 0.136 <= 0.145 |3. 0.045 < 0.05,1,1,"[[0.145, 0.145], [0.145, 0.136], [0.137, 0.136]]"
Adult_Data,different data,DecisionTreeClassifier,0.248,0.0,"[0.212, 0.209]","[0.156, 0.155]",1. 4 <= 2488.0 |2. 0.156 <= 0.212 and 0.155 <= 0.209 |3. 0.0 < 0.05,2,2,"[[0.212, 0.209], [0.212, 0.169], [0.171, 0.169], [0.171, 0.155], [0.156, 0.155]]"
Adult_Data,different features,LogisticRegression,0.222,0.027,"[0.135, 0.118]","[0.12, 0.118]",1. 2 <= 1904.0 |2. 0.12 <= 0.135 and 0.118 <= 0.118 |3. 0.027 < 0.05,2,0,"[[0.135, 0.118], [0.126, 0.118], [0.12, 0.118]]"
Adult_Data,different features,KNeighborsClassifier,0.288,0.03,"[0.153, 0.157]","[0.139, 0.136]",1. 4 <= 2200.0 |2. 0.139 <= 0.153 and 0.136 <= 0.157 |3. 0.03 < 0.05,2,2,"[[0.153, 0.157], [0.153, 0.147], [0.153, 0.136], [0.142, 0.136], [0.139, 0.136]]"
Adult_Data,different features,DecisionTreeClassifier,0.351,0.04,"[0.165, 0.141]","[0.132, 0.132]",1. 4 <= 2112.0 |2. 0.132 <= 0.165 and 0.132 <= 0.141 |3. 0.04 < 0.05,3,1,"[[0.165, 0.141], [0.144, 0.141], [0.135, 0.141], [0.135, 0.132], [0.132, 0.132]]"
Adult,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.214,0.019,"[0.115, 0.141]","[0.115, 0.122]",1. 2 <= 1896.0 |2. 0.115 <= 0.115 and 0.122 <= 0.141 |3. 0.019 < 0.05,0,2,"[[0.115, 0.141], [0.115, 0.129], [0.115, 0.122]]"
German_Data,different data,LogisticRegression,0.175,0.03,"[0.174, 0.175]","[0.174, 0.167]",1. 2 <= 2728.0 |2. 0.174 <= 0.174 and 0.167 <= 0.175 |3. 0.03 < 0.05,1,1,"[[0.174, 0.175], [0.174, 0.167], [0.174, 0.167]]"
German_Data,different data,KNeighborsClassifier,0.3,0.06,"[0.235, 0.193]","[0.217, 0.193]",1. 2 <= 3280.0 |2. 0.217 <= 0.235 and 0.193 <= 0.193 |3. 0.06 < 0.05,1,1,"[[0.235, 0.193], [0.217, 0.193], [0.217, 0.193]]"
German_Data,different data,DecisionTreeClassifier,0.325,0.0,"[0.34, 0.285]","[0.227, 0.227]",1. 4 <= 3632.0 |2. 0.227 <= 0.34 and 0.227 <= 0.285 |3. 0.0 < 0.05,2,2,"[[0.34, 0.285], [0.253, 0.285], [0.253, 0.239], [0.253, 0.227], [0.227, 0.227]]"
German_Data,different features,LogisticRegression,0.385,0.025,"[0.2, 0.163]","[0.175, 0.163]",1. 2 <= 2704.0 |2. 0.175 <= 0.2 and 0.163 <= 0.163 |3. 0.025 < 0.05,2,0,"[[0.2, 0.163], [0.191, 0.163], [0.175, 0.163]]"
German_Data,different features,KNeighborsClassifier,0.385,0.005,"[0.209, 0.225]","[0.218, 0.212]",1. 4 <= 3440.0 |2. 0.218 <= 0.209 and 0.212 <= 0.225 |3. 0.005 < 0.05,2,2,"[[0.209, 0.225], [0.22, 0.225], [0.22, 0.217], [0.218, 0.217], [0.218, 0.212]]"
German_Data,different features,DecisionTreeClassifier,0.455,0.0,"[0.37, 0.37]","[0.249, 0.249]",1. 4 <= 3984.0 |2. 0.249 <= 0.37 and 0.249 <= 0.37 |3. 0.0 < 0.05,2,2,"[[0.37, 0.37], [0.37, 0.263], [0.273, 0.263], [0.273, 0.249], [0.249, 0.249]]"
German,different models,"['LogisticRegression', 'KNeighborsClassifier']",0.34,0.035,"[0.168, 0.215]","[0.169, 0.182]",1. 3 <= 2808.0 |2. 0.169 <= 0.168 and 0.182 <= 0.215 |3. 0.035 < 0.05,1,2,"[[0.168, 0.215], [0.168, 0.195], [0.168, 0.182], [0.169, 0.182]]"
Folk_Income_Data,different data,KNeighborsClassifier,0.24,0.047,"[0.168, 0.17]","[0.162, 0.163]",1. 2 <= 2600.0 |2. 0.162 <= 0.168 and 0.163 <= 0.17 |3. 0.047 < 0.05,1,1,"[[0.168, 0.17], [0.162, 0.17], [0.162, 0.163]]"
Folk_Income_Data,different data,DecisionTreeClassifier,0.276,0.0,"[0.261, 0.267]","[0.194, 0.194]",1. 4 <= 3104.0 |2. 0.194 <= 0.261 and 0.194 <= 0.267 |3. 0.0 < 0.05,2,2,"[[0.261, 0.267], [0.218, 0.267], [0.218, 0.222], [0.218, 0.194], [0.194, 0.194]]"
Folk_Income_Data,different features,LogisticRegression,0.378,0.017,"[0.176, 0.169]","[0.165, 0.161]",1. 4 <= 2608.0 |2. 0.165 <= 0.176 and 0.161 <= 0.169 |3. 0.017 < 0.05,2,2,"[[0.176, 0.169], [0.168, 0.169], [0.168, 0.164], [0.168, 0.161], [0.165, 0.161]]"
Folk_Income_Data,different features,KNeighborsClassifier,0.395,0.049,"[0.212, 0.167]","[0.167, 0.161]",1. 4 <= 2624.0 |2. 0.167 <= 0.212 and 0.161 <= 0.167 |3. 0.049 < 0.05,2,2,"[[0.212, 0.167], [0.186, 0.167], [0.167, 0.167], [0.167, 0.162], [0.167, 0.161]]"
