age,workclass,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
47,private,9,Separated,Prof-specialty,Other-relative,Other,Female,40,Puerto-Rico,0
35,private,10,Married,Other-service,Wife,White,Female,40,United-States,1
25,private,10,Married,Craft-repair,Husband,White,Male,40,Columbia,0
43,gov,13,Separated,Prof-specialty,Unmarried,White,Female,40,United-States,0
59,private,13,Married,Sales,Husband,White,Male,37,United-States,1
66,?,4,Divorced,?,Not-in-family,White,Male,10,United-States,0
63,private,4,Married,Transport-moving,Husband,White,Male,60,United-States,1
32,private,10,Married,Transport-moving,Not-in-family,White,Female,37,United-States,0
58,?,13,Widowed,?,Not-in-family,White,Female,40,United-States,0
43,self,11,Married,Exec-managerial,Other-relative,White,Male,50,United-States,1
27,private,9,Never-married,Adm-clerical,Not-in-family,White,Female,52,United-States,0
21,private,8,Never-married,Handlers-cleaners,Own-child,White,Male,32,United-States,0
44,gov,10,Divorced,Exec-managerial,Unmarried,White,Male,60,United-States,1
40,self,9,Married,Craft-repair,Husband,White,Male,60,United-States,0
65,private,9,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,0
50,private,10,Married,Adm-clerical,Husband,White,Male,45,United-States,1
18,?,9,Separated,?,Own-child,White,Male,20,United-States,0
51,gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,1
44,gov,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0
20,private,10,Never-married,Sales,Own-child,White,Female,13,United-States,0
29,private,11,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0
50,private,11,Married,Craft-repair,Husband,White,Male,50,United-States,1
50,gov,9,Married,Exec-managerial,Husband,White,Male,40,United-States,1
43,private,6,Married,Adm-clerical,Husband,White,Male,40,United-States,0
23,private,13,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0
41,private,9,Married,Transport-moving,Husband,White,Male,40,United-States,0
30,?,10,Married,?,Wife,White,Female,30,United-States,0
58,self,13,Married,Farming-fishing,Husband,White,Male,25,United-States,0
50,gov,11,Married,Prof-specialty,Husband,White,Male,40,United-States,0
37,self,13,Married,Craft-repair,Husband,White,Male,65,United-States,1
21,private,9,Never-married,Farming-fishing,Own-child,White,Male,24,United-States,0
33,private,9,Married,Sales,Wife,White,Female,20,United-States,0
52,private,10,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,0
47,private,9,Married,Transport-moving,Husband,White,Male,40,United-States,0
45,self,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,1
34,private,10,Married,Craft-repair,Husband,White,Male,40,United-States,1
39,private,10,Married,Sales,Husband,White,Male,40,Philippines,1
31,private,10,Divorced,Other-service,Not-in-family,White,Female,15,United-States,0
19,?,10,Never-married,?,Not-in-family,White,Male,40,United-States,0
45,private,10,Divorced,Tech-support,Not-in-family,White,Female,45,United-States,0
45,self,11,Married,Protective-serv,Husband,White,Male,3,United-States,0
34,private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,30,United-States,0
27,private,7,Married,Sales,Own-child,Asian-Pac-Islander,Male,35,India,0
37,private,9,Divorced,Sales,Unmarried,White,Female,40,United-States,0
20,private,9,Never-married,Adm-clerical,Own-child,Black,Female,20,United-States,0
32,private,13,Never-married,Exec-managerial,Not-in-family,White,Male,48,United-States,1
24,private,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,55,Mexico,0
39,private,9,Married,Handlers-cleaners,Husband,White,Male,40,United-States,0
18,private,10,Never-married,Sales,Own-child,White,Female,30,United-States,0
62,self,10,Married,Farming-fishing,Husband,White,Male,80,United-States,0
24,private,13,Separated,Exec-managerial,Not-in-family,White,Female,40,United-States,0
37,private,9,Married,Transport-moving,Husband,White,Male,45,United-States,0
46,private,13,Widowed,Adm-clerical,Not-in-family,White,Female,25,United-States,0
44,private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0
53,private,9,Never-married,Sales,Not-in-family,White,Male,48,United-States,1
25,private,13,Never-married,Handlers-cleaners,Own-child,White,Male,35,United-States,0
44,private,15,Married,Machine-op-inspct,Husband,White,Male,45,?,0
24,private,13,Never-married,Sales,Not-in-family,White,Male,50,United-States,0
61,private,9,Married,Transport-moving,Husband,White,Male,20,United-States,0
45,gov,14,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0
33,self,10,Never-married,Craft-repair,Own-child,White,Male,48,United-States,0
48,private,13,Married,Prof-specialty,Husband,White,Male,45,United-States,1
26,gov,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,30,United-States,0
40,?,9,Divorced,?,Not-in-family,Black,Female,32,United-States,0
68,private,13,Married,Sales,Husband,White,Male,40,United-States,1
24,private,9,Divorced,Protective-serv,Own-child,White,Female,40,United-States,0
25,?,13,Married,?,Husband,White,Male,60,United-States,0
31,gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,0
55,private,10,Divorced,Other-service,Unmarried,White,Female,38,United-States,0
46,private,12,Divorced,Sales,Unmarried,White,Female,38,United-States,0
58,private,13,Divorced,Exec-managerial,Not-in-family,White,Male,38,United-States,0
56,private,9,Widowed,Other-service,Unmarried,White,Female,40,United-States,0
45,gov,13,Never-married,Adm-clerical,Not-in-family,White,Male,55,United-States,1
24,private,13,Never-married,Exec-managerial,Unmarried,White,Male,40,United-States,1
35,gov,9,Divorced,Farming-fishing,Own-child,Asian-Pac-Islander,Male,56,United-States,0
51,private,9,Married,Tech-support,Husband,White,Male,40,United-States,1
47,private,15,Married,Prof-specialty,Husband,White,Male,55,United-States,1
17,private,7,Never-married,Adm-clerical,Other-relative,White,Female,10,United-States,0
21,private,6,Never-married,Prof-specialty,Unmarried,Black,Female,40,United-States,0
45,private,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,1
42,private,9,Married,Sales,Husband,White,Male,50,United-States,1
56,private,8,Widowed,Other-service,Unmarried,Black,Female,40,United-States,0
39,private,9,Married,Handlers-cleaners,Husband,White,Male,40,United-States,0
31,private,4,Never-married,Machine-op-inspct,Not-in-family,Other,Female,40,Mexico,0
20,gov,10,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0
65,self,3,Married,Farming-fishing,Husband,White,Male,21,United-States,0
44,private,10,Married,Prof-specialty,Husband,White,Male,45,United-States,0
33,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
25,private,13,Married,Prof-specialty,Husband,White,Male,45,United-States,1
38,private,9,Married,Exec-managerial,Husband,White,Male,50,United-States,0
31,gov,6,Never-married,Transport-moving,Other-relative,White,Male,40,United-States,0
33,self,13,Married,Sales,Own-child,White,Male,20,United-States,0
49,self,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,0
28,private,9,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,0
29,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
23,private,11,Never-married,Other-service,Own-child,White,Male,20,United-States,0
37,self,13,Married,Prof-specialty,Husband,White,Male,5,United-States,1
52,private,10,Never-married,Prof-specialty,Not-in-family,White,Male,37,United-States,1
27,private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
47,private,10,Married,Craft-repair,Husband,White,Male,55,United-States,1
21,private,9,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
41,gov,13,Married,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,Philippines,1
61,private,10,Married,Adm-clerical,Husband,White,Male,40,United-States,1
32,private,13,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,United-States,1
21,private,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,0
63,private,8,Married,Sales,Husband,White,Male,40,United-States,1
34,private,10,Married,Other-service,Husband,White,Male,42,United-States,0
21,gov,12,Never-married,Tech-support,Own-child,White,Male,10,United-States,0
44,private,9,Divorced,Other-service,Unmarried,White,Female,33,United-States,0
26,private,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,35,South,0
36,private,14,Married,Exec-managerial,Husband,White,Male,50,United-States,1
39,private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,?,1
52,private,9,Married,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,8,Philippines,0
44,self,13,Married,Sales,Husband,White,Male,40,United-States,0
42,private,9,Married,Prof-specialty,Wife,White,Female,40,United-States,0
60,?,9,Married,?,Husband,White,Male,50,United-States,1
31,private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
30,private,10,Never-married,Craft-repair,Unmarried,Black,Male,40,United-States,0
23,private,10,Never-married,Prof-specialty,Own-child,White,Female,25,United-States,0
81,gov,2,Widowed,Other-service,Not-in-family,White,Female,20,United-States,0
39,private,13,Married,Tech-support,Husband,Asian-Pac-Islander,Male,40,?,0
38,private,6,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,40,Portugal,0
21,private,10,Never-married,Exec-managerial,Not-in-family,White,Female,38,United-States,0
28,gov,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
34,private,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0
47,private,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0
36,private,9,Married,Craft-repair,Husband,White,Male,50,United-States,0
27,private,9,Never-married,Transport-moving,Not-in-family,White,Male,99,United-States,0
56,private,13,Never-married,Prof-specialty,Not-in-family,White,Female,52,Cuba,0
57,private,9,Widowed,Other-service,Unmarried,White,Female,30,?,0
42,gov,10,Divorced,Adm-clerical,Own-child,White,Female,38,United-States,0
43,private,9,Divorced,Craft-repair,Not-in-family,White,Male,35,United-States,0
48,?,9,Married,?,Unmarried,White,Female,32,United-States,0
53,private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,Scotland,0
58,private,9,Divorced,Sales,Not-in-family,White,Female,24,United-States,0
19,private,8,Never-married,Other-service,Own-child,White,Male,40,El-Salvador,0
37,private,9,Married,Exec-managerial,Husband,White,Male,46,United-States,1
41,self,10,Divorced,Prof-specialty,Not-in-family,White,Female,15,United-States,0
31,private,4,Separated,Craft-repair,Not-in-family,White,Female,40,United-States,0
31,private,13,Married,Prof-specialty,Husband,White,Male,35,United-States,0
53,gov,9,Married,Adm-clerical,Husband,White,Male,40,United-States,0
19,private,10,Never-married,Sales,Own-child,White,Male,25,United-States,0
56,private,16,Married,Prof-specialty,Husband,White,Male,50,United-States,1
55,gov,10,Married,Adm-clerical,Wife,White,Female,40,United-States,1
51,private,3,Married,Craft-repair,Other-relative,White,Female,40,United-States,0
62,private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
43,private,10,Married,Sales,Husband,White,Male,50,United-States,1
45,?,4,Divorced,?,Not-in-family,Amer-Indian-Eskimo,Male,48,United-States,0
28,gov,9,Married,Craft-repair,Husband,White,Male,45,United-States,0
46,private,9,Married,Exec-managerial,Husband,White,Male,40,United-States,1
62,gov,13,Married,Prof-specialty,Husband,White,Male,40,United-States,0
57,gov,9,Widowed,Other-service,Unmarried,White,Female,30,United-States,0
60,gov,13,Married,Prof-specialty,Wife,White,Female,45,United-States,1
23,gov,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
47,private,10,Married,Sales,Husband,White,Male,60,United-States,1
21,private,10,Never-married,Adm-clerical,Own-child,White,Female,8,United-States,0
51,private,9,Married,Handlers-cleaners,Husband,White,Male,48,United-States,0
61,gov,9,Married,Handlers-cleaners,Husband,White,Male,40,United-States,0
52,self,13,Married,Adm-clerical,Wife,White,Female,30,United-States,1
76,private,13,Married,Exec-managerial,Husband,White,Male,40,United-States,0
24,private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,39,United-States,0
31,self,13,Never-married,Craft-repair,Not-in-family,White,Male,55,United-States,0
43,private,13,Married,Exec-managerial,Husband,White,Male,50,United-States,1
58,gov,10,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,0
18,?,10,Never-married,?,Own-child,White,Female,24,United-States,0
19,private,8,Never-married,Adm-clerical,Own-child,White,Female,25,United-States,0
44,private,10,Divorced,Exec-managerial,Other-relative,White,Female,45,United-States,0
41,gov,10,Never-married,Prof-specialty,Other-relative,White,Male,7,United-States,0
21,private,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,20,Vietnam,0
40,private,9,Divorced,Handlers-cleaners,Not-in-family,Black,Male,35,United-States,0
25,private,10,Never-married,Other-service,Own-child,White,Male,30,Canada,0
62,gov,16,Widowed,Prof-specialty,Unmarried,White,Female,40,Iran,0
42,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
35,private,11,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0
19,private,9,Never-married,Sales,Own-child,White,Female,12,United-States,0
60,private,9,Married,Other-service,Wife,White,Female,40,United-States,0
20,private,9,Never-married,Sales,Own-child,Other,Male,40,Puerto-Rico,0
23,private,12,Married,Handlers-cleaners,Husband,White,Male,25,United-States,0
18,private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0
40,private,10,Married,Exec-managerial,Husband,White,Male,45,United-States,1
19,private,10,Never-married,Other-service,Own-child,White,Female,15,United-States,0
51,private,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0
41,gov,13,Married,Protective-serv,Husband,White,Male,50,United-States,0
18,private,6,Never-married,Other-service,Own-child,White,Female,20,United-States,0
41,private,10,Married,Sales,Unmarried,Black,Female,40,United-States,0
27,private,10,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,0
71,self,2,Divorced,Craft-repair,Not-in-family,White,Female,28,United-States,0
25,private,8,Married,Machine-op-inspct,Husband,White,Male,40,El-Salvador,0
73,private,9,Divorced,Other-service,Not-in-family,White,Female,20,United-States,0
45,private,10,Married,Other-service,Husband,White,Male,40,United-States,0
25,private,10,Married,Sales,Husband,White,Male,40,United-States,1
50,private,9,Married,Prof-specialty,Wife,White,Female,16,United-States,0
44,private,9,Married,Transport-moving,Husband,White,Male,40,Ecuador,0
44,gov,11,Divorced,Protective-serv,Own-child,White,Female,40,Cuba,0
49,private,9,Married,Craft-repair,Husband,White,Male,45,United-States,1
44,self,10,Married,Exec-managerial,Husband,White,Male,45,United-States,1
42,gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0
20,private,9,Never-married,Priv-house-serv,Not-in-family,White,Female,45,United-States,0
66,private,9,Widowed,Tech-support,Not-in-family,White,Female,18,United-States,0
19,private,10,Never-married,Exec-managerial,Own-child,White,Male,15,United-States,0
60,private,10,Married,Craft-repair,Husband,White,Male,55,United-States,0
46,private,11,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,0
42,private,11,Divorced,Craft-repair,Not-in-family,White,Male,35,United-States,0
59,private,10,Divorced,Exec-managerial,Not-in-family,White,Female,52,Outlying-US(Guam-USVI-etc),0
58,private,12,Married,Exec-managerial,Husband,White,Male,60,United-States,1
47,private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0
58,private,10,Married,Tech-support,Husband,White,Male,36,United-States,0
69,?,13,Married,?,Husband,White,Male,40,United-States,1
17,?,6,Never-married,?,Own-child,White,Female,40,United-States,0
19,private,7,Never-married,Farming-fishing,Own-child,White,Male,24,United-States,0
28,private,10,Married,Tech-support,Husband,White,Male,70,United-States,0
37,private,9,Separated,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,0
30,private,9,Married,Craft-repair,Husband,White,Male,50,United-States,0
36,private,10,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0
45,private,7,Divorced,Transport-moving,Not-in-family,White,Male,76,United-States,1
59,private,4,Married,Other-service,Wife,White,Female,99,United-States,0
45,private,10,Married,Handlers-cleaners,Husband,White,Male,40,United-States,0
53,gov,16,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,1
37,private,9,Divorced,Sales,Unmarried,White,Female,40,United-States,0
26,private,10,Never-married,Sales,Not-in-family,White,Female,40,United-States,0
53,gov,5,Married,Craft-repair,Husband,White,Male,40,United-States,0
44,gov,9,Married,Other-service,Wife,White,Female,15,United-States,0
27,private,13,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
22,private,10,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0
41,private,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0
53,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
58,private,9,Married,Exec-managerial,Husband,White,Male,40,United-States,0
34,?,8,Separated,?,Unmarried,Black,Female,53,United-States,0
32,private,13,Married,Prof-specialty,Husband,White,Male,60,United-States,1
32,private,10,Married,Handlers-cleaners,Husband,White,Male,38,Mexico,0
47,private,14,Married,Prof-specialty,Wife,White,Female,40,United-States,1
27,private,9,Married,Farming-fishing,Husband,White,Male,40,United-States,0
25,private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0
40,private,6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,0
36,self,10,Married,Sales,Husband,White,Male,92,United-States,0
23,gov,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,0
44,private,5,Married,Machine-op-inspct,Husband,Black,Male,40,United-States,0
19,private,9,Never-married,Craft-repair,Own-child,White,Male,60,United-States,0
42,private,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,0
60,self,10,Married,Farming-fishing,Husband,White,Male,15,United-States,0
41,private,9,Married,Sales,Husband,White,Male,45,United-States,1
45,gov,9,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Female,40,United-States,0
67,?,3,Married,?,Husband,White,Male,49,United-States,0
36,self,13,Married,Transport-moving,Husband,Black,Male,48,?,0
52,gov,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,40,United-States,0
28,private,16,Never-married,Adm-clerical,Own-child,White,Male,18,United-States,0
83,self,9,Divorced,Sales,Not-in-family,White,Male,20,United-States,0
17,private,7,Never-married,Other-service,Own-child,White,Male,20,United-States,0
27,private,11,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
35,self,11,Never-married,Farming-fishing,Not-in-family,White,Male,60,United-States,0
40,private,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0
23,private,12,Married,Sales,Wife,White,Female,25,United-States,0
51,gov,7,Married,Handlers-cleaners,Husband,Black,Male,40,United-States,0
51,private,2,Married,Other-service,Husband,White,Male,54,Mexico,0
82,?,6,Widowed,?,Not-in-family,White,Male,20,United-States,0
28,private,9,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,0
53,private,9,Married,Other-service,Husband,White,Male,50,Germany,1
29,private,13,Never-married,Adm-clerical,Not-in-family,White,Female,35,Canada,0
19,private,9,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,0
30,private,13,Married,Sales,Not-in-family,White,Female,50,United-States,0
23,private,4,Never-married,Machine-op-inspct,Own-child,Black,Female,40,Dominican-Republic,0
66,private,13,Married,Sales,Husband,White,Male,15,United-States,1
27,private,7,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
35,private,9,Married,Machine-op-inspct,Husband,Black,Male,40,United-States,0
17,private,8,Never-married,Handlers-cleaners,Own-child,White,Male,15,United-States,0
27,private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0
27,private,15,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,0
44,gov,13,Married,Protective-serv,Wife,Black,Female,40,United-States,1
64,private,9,Married,Transport-moving,Husband,White,Male,16,United-States,0
62,self,9,Widowed,Sales,Not-in-family,White,Female,15,United-States,0
26,private,10,Married,Sales,Husband,White,Male,40,United-States,0
40,private,9,Separated,Machine-op-inspct,Unmarried,White,Male,40,United-States,0
40,private,16,Married,Prof-specialty,Husband,White,Male,40,United-States,1
35,private,9,Divorced,Adm-clerical,Own-child,White,Female,40,United-States,0
25,private,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,40,Taiwan,0
52,gov,10,Widowed,Adm-clerical,Not-in-family,White,Female,24,United-States,0
46,private,10,Married,Adm-clerical,Wife,White,Female,40,United-States,1
30,private,9,Married,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States,0
52,private,10,Married,Exec-managerial,Husband,White,Male,40,United-States,1
28,private,9,Never-married,Transport-moving,Not-in-family,Other,Male,40,United-States,0
17,private,6,Never-married,Other-service,Own-child,White,Female,25,United-States,0
46,gov,10,Never-married,Other-service,Own-child,Black,Female,40,United-States,0
45,private,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,1
21,private,10,Never-married,Prof-specialty,Own-child,White,Female,32,United-States,0
18,self,9,Married,Other-service,Wife,White,Female,40,United-States,0
17,private,7,Never-married,Other-service,Own-child,White,Male,15,United-States,0
90,private,10,Divorced,Sales,Unmarried,Black,Female,37,United-States,0
23,private,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0
41,private,13,Married,Prof-specialty,Husband,White,Male,40,United-States,1
19,self,10,Never-married,Farming-fishing,Own-child,White,Male,50,United-States,0
69,private,9,Married,Transport-moving,Husband,White,Male,40,United-States,0
23,gov,12,Never-married,Exec-managerial,Unmarried,White,Female,32,United-States,0
28,private,10,Never-married,Tech-support,Not-in-family,White,Male,54,United-States,0
37,private,12,Married,Sales,Husband,White,Male,45,United-States,1
57,private,9,Married,Sales,Husband,White,Male,30,United-States,0
30,gov,10,Never-married,Protective-serv,Not-in-family,Black,Male,40,United-States,0
48,private,9,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,0
73,private,9,Widowed,Other-service,Other-relative,White,Female,32,United-States,0
25,private,3,Never-married,Machine-op-inspct,Other-relative,White,Male,40,Mexico,0
33,private,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,1
36,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
28,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
57,private,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,0
31,private,10,Never-married,Other-service,Unmarried,Black,Female,40,United-States,0
35,?,5,Divorced,?,Own-child,Amer-Indian-Eskimo,Male,38,United-States,0
40,gov,9,Divorced,Other-service,Not-in-family,Black,Female,48,United-States,0
32,private,10,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,0
35,?,13,Never-married,?,Not-in-family,White,Male,40,United-States,0
26,private,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,Jamaica,0
27,self,10,Separated,Sales,Own-child,White,Female,40,United-States,0
17,private,6,Never-married,Other-service,Own-child,White,Female,18,United-States,0
29,private,10,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,0
18,private,7,Never-married,Other-service,Own-child,White,Female,30,United-States,0
20,private,10,Never-married,Sales,Not-in-family,White,Male,30,United-States,0
69,?,9,Married,?,Husband,White,Male,24,United-States,0
18,gov,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0
56,private,9,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,0
40,private,10,Separated,Other-service,Unmarried,White,Female,8,United-States,0
46,private,10,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0
41,private,8,Married,Protective-serv,Husband,Black,Male,40,?,0
53,private,10,Widowed,Exec-managerial,Unmarried,White,Female,40,United-States,0
50,private,14,Married,Exec-managerial,Husband,White,Male,50,United-States,1
23,private,7,Never-married,Handlers-cleaners,Own-child,White,Male,50,United-States,0
40,private,13,Married,Exec-managerial,Not-in-family,White,Male,40,United-States,1
54,self,10,Married,Transport-moving,Husband,White,Male,40,United-States,1
45,private,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0
53,gov,9,Married,Transport-moving,Husband,Black,Male,40,United-States,1
17,?,7,Never-married,?,Own-child,White,Male,20,Peru,0
50,gov,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,1
22,?,13,Never-married,?,Not-in-family,White,Male,25,United-States,0
30,private,13,Never-married,Other-service,Unmarried,White,Male,40,?,0
40,self,13,Married,Craft-repair,Husband,White,Male,40,United-States,0
36,gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0
25,self,12,Never-married,Sales,Not-in-family,White,Male,50,United-States,0
29,private,9,Married,Machine-op-inspct,Husband,White,Male,40,United-States,0
29,private,13,Never-married,Farming-fishing,Own-child,White,Male,50,United-States,0
22,private,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,0
56,private,13,Divorced,Prof-specialty,Unmarried,Black,Female,50,Haiti,0
60,gov,14,Married,Exec-managerial,Husband,White,Male,40,United-States,1
37,private,9,Married,Machine-op-inspct,Husband,White,Male,50,United-States,0
53,private,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0
23,gov,10,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0
18,private,9,Never-married,Priv-house-serv,Other-relative,White,Female,10,United-States,0
36,private,10,Divorced,Sales,Not-in-family,White,Female,45,United-States,0
67,self,9,Married,Exec-managerial,Husband,White,Male,50,United-States,1
31,private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,60,United-States,0
26,private,13,Married,Sales,Husband,White,Male,48,United-States,1
18,private,7,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,20,United-States,0
45,gov,14,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,0
64,private,7,Married,Sales,Husband,White,Male,40,United-States,0
26,private,9,Never-married,Sales,Not-in-family,White,Female,38,United-States,0
53,private,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0
27,private,9,Never-married,Handlers-cleaners,Other-relative,White,Male,28,Guatemala,0
32,private,10,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,0
49,self,9,Divorced,Exec-managerial,Unmarried,White,Female,30,United-States,1
59,private,6,Married,Craft-repair,Husband,White,Male,40,United-States,1
44,private,14,Married,Prof-specialty,Husband,White,Male,55,United-States,1
61,self,9,Married,Farming-fishing,Husband,White,Male,60,United-States,0
41,?,9,Divorced,?,Unmarried,White,Female,40,United-States,0
46,gov,9,Separated,Adm-clerical,Unmarried,White,Female,37,United-States,0
32,private,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0
29,private,9,Never-married,Sales,Not-in-family,White,Female,35,United-States,0
48,private,14,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0
32,private,10,Divorced,Exec-managerial,Unmarried,White,Female,30,United-States,0
21,private,9,Never-married,Handlers-cleaners,Own-child,White,Female,35,United-States,0
50,self,15,Married,Prof-specialty,Husband,White,Male,50,United-States,1
44,gov,14,Married,Prof-specialty,Husband,White,Male,44,United-States,1
51,private,9,Separated,Adm-clerical,Other-relative,White,Female,40,United-States,0
42,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,1
27,private,13,Never-married,Protective-serv,Own-child,White,Female,40,United-States,0
70,self,9,Married,Exec-managerial,Husband,White,Male,3,United-States,0
33,private,9,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0
65,self,9,Married,Farming-fishing,Husband,White,Male,60,United-States,1
39,private,14,Never-married,Adm-clerical,Not-in-family,White,Male,40,?,0
32,private,9,Married,Craft-repair,Husband,White,Male,40,United-States,0
30,private,10,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0
43,self,10,Married,Exec-managerial,Husband,White,Male,40,United-States,0
31,private,5,Never-married,Other-service,Own-child,White,Male,40,United-States,0
64,gov,13,Divorced,Adm-clerical,Not-in-family,Black,Female,40,United-States,0
37,gov,10,Separated,Protective-serv,Own-child,Other,Male,52,United-States,0
49,self,9,Divorced,Sales,Not-in-family,White,Male,40,United-States,0
29,private,7,Never-married,Machine-op-inspct,Own-child,White,Male,48,United-States,0
35,gov,9,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0
37,private,12,Married,Prof-specialty,Husband,White,Male,45,United-States,0
42,gov,14,Married,Prof-specialty,Husband,White,Male,50,United-States,1
