AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIL,ANC,NATIVITY,RELP,DEAR,DEYE,DREM,RAC1P,GCL,COW,ESR,WKHP,JWMNP,PINCP,mobility
28,19,5,1,2,0,1,4,1,1,13,2,2,2,2,0,1,1,50,60,25000,0
31,22,1,2,2,0,1,4,4,1,1,2,2,2,1,2,1,1,55,30,89000,1
33,20,1,2,1,0,4,2,1,2,0,2,2,1,1,2,5,6,0,0,22800,1
33,20,1,1,2,0,1,4,1,1,1,2,2,2,2,2,3,1,40,30,50000,1
21,16,5,2,2,0,1,4,1,1,10,2,2,2,2,0,0,6,0,0,7200,1
28,21,1,1,2,0,1,4,2,1,0,2,2,2,1,0,1,1,40,5,28120,1
27,19,1,2,1,0,1,4,3,1,1,2,2,2,1,0,1,1,29,5,5000,1
30,21,5,2,2,0,1,4,2,1,0,2,2,2,1,2,1,1,40,30,79000,0
30,21,5,1,2,0,1,4,2,1,13,2,2,2,1,2,1,1,40,60,60000,0
19,16,5,2,2,0,1,4,4,1,2,2,2,2,1,0,1,1,30,35,9600,1
21,16,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,24,20,20000,1
24,21,5,2,2,0,4,4,1,2,2,2,2,2,1,0,1,3,0,0,0,1
32,16,1,1,2,0,1,4,1,1,0,2,2,2,1,2,1,1,50,45,60000,1
30,20,1,2,2,0,1,4,1,1,1,2,2,2,1,2,3,1,25,45,20000,1
25,21,5,2,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,15,48400,0
24,18,5,1,2,0,1,3,1,1,13,2,2,2,1,0,1,1,40,30,20200,0
32,23,1,2,2,0,1,4,1,1,0,2,2,2,1,2,1,1,40,45,80000,1
30,20,5,2,2,0,1,4,1,1,0,2,2,2,6,2,1,1,50,45,27000,1
28,16,5,1,2,0,1,4,1,1,13,2,2,2,1,0,1,1,12,45,1200,1
25,22,5,2,2,0,1,4,4,1,0,2,2,2,2,0,4,1,45,10,35000,1
23,19,5,2,2,0,1,4,1,1,2,2,2,2,2,0,3,1,37,45,13000,1
33,16,1,2,2,0,1,4,1,1,1,2,2,2,1,2,1,1,40,30,18000,1
32,20,1,2,1,0,4,4,1,2,0,2,2,1,1,2,1,1,42,30,50000,1
26,16,5,2,2,0,5,4,1,2,13,2,2,2,1,0,0,6,0,0,0,1
31,23,1,2,2,0,1,4,1,1,0,2,2,2,2,2,1,1,36,15,45000,1
33,20,1,1,2,0,1,4,1,1,1,2,2,2,2,2,1,1,40,15,55000,1
24,19,5,2,2,0,2,4,1,1,2,2,2,2,9,0,0,6,0,0,0,0
23,13,5,1,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,40,30000,1
23,13,5,2,2,0,1,4,4,1,13,2,2,2,1,0,1,1,24,30,12000,1
27,19,1,2,2,0,1,4,4,1,0,2,2,2,1,0,1,6,0,0,0,1
29,16,1,1,2,0,1,4,4,1,1,2,2,2,1,0,1,1,40,3,50000,1
30,21,1,2,2,0,1,4,2,1,0,2,2,2,1,2,2,6,45,0,30000,0
31,20,1,1,2,0,1,4,2,1,1,2,2,2,1,2,7,1,80,30,75000,0
21,16,5,2,2,0,5,4,1,2,0,2,2,2,1,0,1,6,40,0,5800,1
30,21,5,1,2,0,1,4,1,1,0,2,2,2,1,2,3,1,40,5,40000,1
27,21,5,2,2,0,1,4,1,1,13,2,2,2,1,0,1,1,41,30,38000,1
32,16,5,1,2,0,1,4,3,1,0,2,2,2,1,2,1,1,40,30,150000,1
31,19,5,1,2,0,1,4,4,1,0,2,2,2,1,2,2,1,40,30,27000,1
32,19,5,2,2,0,1,4,4,1,13,2,2,2,1,2,1,1,50,25,20800,1
19,19,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,20,25,4000,1
26,21,5,1,2,0,1,4,2,1,0,2,2,2,1,0,1,1,50,60,69450,1
32,16,5,2,2,0,1,4,4,1,2,2,2,2,2,2,1,6,0,0,0,1
30,20,5,1,2,0,1,4,3,1,2,2,2,2,1,2,1,3,30,0,23200,1
22,21,5,2,2,0,1,4,2,1,4,2,2,2,1,0,2,6,10,0,3000,1
33,20,5,2,2,0,1,4,1,1,0,2,2,2,1,2,1,1,33,10,35200,1
31,23,5,1,2,0,1,4,1,1,0,2,2,2,1,2,1,1,80,25,61000,0
21,19,5,1,2,0,1,4,1,1,2,2,2,2,6,0,1,6,0,0,0,1
27,21,1,2,2,0,4,4,4,2,0,2,2,2,1,0,1,6,0,0,0,1
32,16,1,1,2,0,5,4,4,2,1,2,2,2,1,2,6,1,40,60,9000,1
22,20,5,1,2,0,1,4,1,1,2,2,2,2,1,0,3,1,25,6,20000,1
19,16,5,2,2,0,1,4,1,1,2,2,2,2,1,0,1,1,25,15,10000,1
25,21,5,2,1,0,1,4,1,1,0,1,2,2,2,0,1,1,48,30,37020,1
31,16,5,2,2,0,1,4,1,1,0,2,2,2,2,2,5,3,84,0,36700,1
26,20,1,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,40,15,27000,0
29,16,1,1,2,0,1,4,2,1,1,2,2,2,1,0,1,1,40,20,27000,0
28,16,5,1,1,0,3,4,1,1,0,1,2,2,6,0,1,1,40,30,22800,0
25,19,5,2,2,0,1,4,2,1,13,2,2,2,1,0,1,1,40,27,11100,1
30,16,5,2,2,0,1,4,1,1,0,2,2,2,2,2,1,1,50,10,12000,1
29,19,5,2,2,0,1,4,2,1,0,2,2,2,9,0,7,1,40,35,7300,0
34,18,5,1,2,0,1,4,2,1,13,2,2,2,1,2,7,1,40,0,40000,1
21,19,5,1,1,0,1,4,1,1,2,2,2,1,1,0,0,6,0,0,0,1
19,16,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,20,10,900,0
21,17,5,2,2,0,1,4,1,1,2,2,2,2,1,0,1,1,20,10,4000,1
26,21,5,2,2,0,1,4,4,1,11,2,2,2,1,0,1,1,40,20,35000,1
34,16,5,1,2,0,1,4,1,1,0,2,2,2,1,2,1,1,40,30,45000,1
25,16,1,2,2,0,1,4,1,1,12,2,2,2,1,0,1,1,40,30,17700,1
24,22,1,2,2,0,5,4,2,2,0,2,2,2,2,0,2,1,50,6,40000,1
29,16,4,2,2,0,5,4,1,2,0,2,2,2,1,0,1,1,40,60,12000,1
28,16,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,40,5,30000,1
26,16,5,1,2,0,4,4,1,2,2,2,2,2,1,0,1,1,40,45,5000,1
32,19,1,2,2,0,1,4,1,1,0,2,2,2,1,2,0,6,0,0,0,1
23,18,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,50,10,7000,1
33,16,5,2,2,0,1,4,1,1,15,2,2,2,1,2,1,1,30,45,6000,0
19,16,5,1,2,0,1,4,1,1,2,2,2,2,1,0,0,6,0,0,0,1
28,17,1,1,2,0,1,4,3,1,0,2,2,2,1,0,3,1,40,15,26000,1
28,20,1,2,2,0,1,4,1,1,1,2,2,2,1,0,1,1,20,10,10000,1
25,20,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,30,60,10000,1
21,19,5,1,2,0,1,4,1,1,2,2,2,2,2,0,1,1,30,10,19000,0
21,16,5,1,2,0,1,4,2,1,2,2,2,2,2,0,1,1,25,20,10400,1
20,20,5,1,2,0,4,4,1,2,2,2,2,2,1,0,1,1,36,20,20000,1
29,23,1,2,2,0,5,4,1,2,1,2,2,2,1,0,0,6,0,0,0,1
34,20,1,2,2,0,1,4,1,1,0,2,2,2,1,2,1,1,42,60,28000,1
33,15,1,1,2,0,1,4,1,1,1,2,2,2,1,2,6,1,20,5,30500,1
26,22,5,2,2,0,1,4,2,1,0,2,2,2,1,0,2,1,45,15,115000,0
23,13,5,1,2,0,1,4,2,1,4,2,2,2,1,0,8,3,0,0,0,1
21,19,5,1,2,0,1,4,1,1,0,2,2,2,2,0,1,6,30,0,6000,1
23,20,1,1,2,0,1,4,2,1,0,2,2,2,3,0,3,1,45,15,20000,1
22,16,1,2,2,0,5,4,1,2,1,2,2,2,1,0,1,1,25,6,12000,1
25,21,5,2,2,0,1,4,2,1,2,2,2,2,1,0,0,6,0,0,0,1
32,16,5,1,2,0,1,4,2,1,2,2,2,2,1,2,1,1,40,20,36000,1
34,16,5,1,2,0,4,4,1,2,2,2,2,2,2,2,7,1,40,0,30000,1
19,20,5,1,2,0,4,4,1,2,2,2,2,2,2,0,1,1,40,35,4500,1
30,22,5,2,2,0,1,4,2,1,0,2,2,2,1,2,3,1,40,30,46800,1
25,22,5,1,2,0,1,4,2,1,5,2,2,2,1,0,3,1,40,30,41000,0
29,20,5,1,2,0,1,4,1,1,0,2,2,2,1,0,3,1,42,15,68000,1
26,21,5,1,2,0,1,4,4,1,4,2,2,2,1,0,1,6,25,0,5000,1
25,21,5,2,2,0,1,4,2,1,0,2,2,2,1,0,2,1,40,35,36000,1
29,16,1,1,2,0,1,4,2,1,12,2,2,2,1,0,1,1,40,150,55000,1
28,16,3,1,2,0,1,4,2,1,2,2,2,2,1,0,4,1,42,20,36000,1
34,20,5,1,2,0,1,4,1,1,7,2,2,2,1,2,4,6,0,0,0,1
28,18,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,30,2,20000,1
26,18,5,2,2,0,1,4,4,1,12,2,2,2,1,0,1,1,30,7,30000,1
21,18,5,1,2,0,1,4,4,1,2,2,2,2,1,0,1,1,24,10,12000,1
30,22,1,2,2,0,1,4,2,1,0,2,2,2,9,2,6,6,0,0,10,1
33,21,1,1,2,0,1,4,2,1,1,2,2,2,9,2,1,1,40,25,100000,1
33,10,5,2,2,0,5,4,4,2,15,2,2,2,1,2,1,1,40,15,26000,1
20,20,5,2,2,0,1,4,1,1,2,2,2,2,1,0,1,1,20,45,13000,1
33,22,1,1,2,0,1,4,4,1,0,2,2,2,1,2,7,1,28,0,35700,1
33,22,1,2,2,0,1,4,4,1,1,2,2,2,1,2,4,1,25,25,26000,1
24,22,5,2,2,0,1,4,2,1,7,2,2,2,1,0,1,1,30,30,6000,1
32,21,1,2,2,0,1,4,2,1,0,2,2,2,1,2,0,6,0,0,0,0
29,20,1,2,2,0,1,4,2,1,1,2,2,2,1,0,3,6,0,0,0,1
28,19,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,40,10,43000,1
22,21,5,1,2,0,1,4,3,1,0,2,2,2,1,0,1,1,40,40,24000,0
33,15,5,1,2,0,4,4,2,2,0,2,2,2,1,2,1,1,40,15,95000,1
28,15,5,2,2,0,4,4,1,2,13,2,2,2,1,0,1,1,30,10,18000,1
32,16,1,1,2,0,1,4,1,1,0,2,2,2,8,2,1,1,30,40,7000,1
29,2,1,2,2,0,1,4,1,1,1,2,2,2,1,0,1,1,40,15,17000,1
22,20,5,2,2,0,1,4,4,1,2,2,2,2,1,0,9,3,0,0,0,1
34,22,1,1,2,0,1,4,1,1,0,2,2,2,1,2,1,1,70,30,120000,1
33,22,1,2,2,0,1,4,1,1,1,2,2,2,1,2,1,1,40,25,100000,1
34,16,1,1,2,0,5,4,1,2,1,2,2,2,1,2,0,6,0,0,0,1
24,20,5,1,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,20,35000,0
23,19,5,2,2,0,2,4,1,1,12,2,2,2,1,0,1,1,40,30,31000,0
23,16,5,2,2,0,4,4,1,2,12,2,2,2,1,0,1,1,40,30,35000,0
21,20,5,1,2,0,1,4,1,1,12,2,2,2,1,0,1,1,25,20,8700,0
34,22,1,2,2,0,1,4,4,1,0,2,2,2,1,2,1,1,60,50,135000,1
19,19,5,2,2,0,1,4,1,1,2,2,2,2,1,0,1,1,20,25,6000,1
20,12,5,1,1,0,1,4,1,1,2,2,2,1,1,0,1,6,0,0,0,0
26,20,1,1,2,0,1,4,1,1,0,2,2,2,1,0,2,1,55,25,32000,1
26,20,1,2,2,0,1,4,2,1,1,2,2,2,1,0,2,1,45,25,33000,1
32,19,1,1,1,0,1,4,1,1,0,2,2,2,8,2,1,1,40,15,55000,1
33,16,1,2,2,0,1,4,2,1,1,2,2,2,1,2,1,1,30,0,6400,1
21,19,5,2,2,0,1,4,2,1,2,2,2,2,1,0,1,6,0,0,2000,1
20,19,5,2,2,0,1,4,1,1,2,2,2,2,2,0,1,1,20,40,3800,1
33,19,1,2,2,0,1,4,1,1,7,2,2,2,2,2,0,6,0,0,0,0
30,19,1,1,2,0,1,4,1,1,9,2,2,2,2,2,3,1,40,20,40000,0
25,16,5,1,1,0,1,4,2,1,7,2,2,1,1,0,0,6,0,0,0,1
25,21,5,2,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,0,25000,0
25,20,5,1,2,0,1,4,4,1,0,2,2,2,1,0,1,1,23,40,16320,0
25,16,5,1,2,0,1,4,4,1,12,2,2,2,1,0,1,1,55,30,40000,1
23,16,5,1,2,0,1,4,4,1,12,2,2,2,1,0,1,1,40,70,22000,1
26,21,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,43,25,49000,1
23,20,1,1,2,0,1,4,2,1,3,2,2,2,1,0,1,1,20,20,13000,1
23,20,1,2,2,0,1,4,2,1,9,2,2,2,1,0,1,1,20,20,16000,1
26,22,5,2,2,0,1,4,2,1,0,2,2,2,1,0,1,1,24,10,3600,0
25,16,5,1,2,0,3,4,1,1,13,2,2,2,1,0,1,6,40,0,12000,0
32,21,1,1,2,0,5,4,2,2,0,2,2,2,8,2,1,1,40,15,39000,0
24,19,1,2,2,0,5,4,1,2,1,2,2,2,8,0,1,1,40,15,17200,0
24,16,5,1,2,0,4,4,1,2,2,2,2,2,1,0,1,1,30,30,10000,1
31,22,5,2,2,0,5,4,1,2,11,2,2,2,1,2,1,1,40,30,35000,1
23,16,5,1,2,0,1,4,1,1,11,2,2,2,1,0,1,1,40,40,25000,1
30,16,1,1,2,0,1,4,1,1,0,2,2,2,1,2,1,1,40,20,50000,1
29,21,1,2,2,0,1,4,1,1,1,2,2,2,1,0,1,1,40,0,37000,1
30,21,5,2,2,0,1,4,2,1,0,2,2,2,1,2,1,1,45,25,53000,1
27,22,5,1,2,0,4,4,1,2,0,2,2,2,1,0,1,1,45,70,57000,0
30,1,1,2,2,0,5,4,1,2,1,2,2,2,1,2,0,6,0,0,0,1
34,20,3,2,2,0,4,4,1,2,0,2,2,2,1,2,1,1,45,25,43500,1
21,19,5,2,1,0,5,4,4,2,5,1,2,2,1,0,1,1,40,20,24000,0
24,20,5,2,2,0,1,4,4,1,0,2,2,2,1,0,1,1,50,10,30000,1
33,16,1,2,2,0,1,4,1,1,0,2,2,2,1,2,1,1,40,25,70000,1
34,13,1,2,2,0,1,4,2,1,1,2,2,2,1,2,1,6,0,0,0,1
25,16,1,2,2,0,1,4,1,1,15,2,2,2,1,0,1,6,20,0,8000,1
22,16,5,2,2,0,1,4,4,1,2,2,2,2,1,0,1,1,17,60,5800,1
26,21,1,2,2,0,1,4,2,1,0,2,2,2,1,0,4,1,40,15,36000,1
27,21,1,1,2,0,1,4,2,1,1,2,2,2,1,0,3,1,40,55,35000,1
32,16,5,1,1,0,1,4,1,1,3,2,2,1,2,2,0,6,0,0,11100,1
29,21,5,2,2,0,1,4,2,1,0,2,2,2,9,0,3,2,40,0,30000,1
29,19,5,1,2,0,1,4,2,1,13,2,2,2,1,0,2,1,40,25,13600,1
20,10,5,2,2,0,1,4,4,1,15,2,2,2,1,0,0,6,0,0,0,1
26,18,5,1,2,0,4,4,1,2,0,2,2,2,1,0,5,1,40,20,38000,1
21,16,5,2,2,0,1,4,1,1,3,2,2,2,2,0,1,1,30,10,7200,1
26,19,5,1,2,0,1,2,2,1,2,2,2,2,1,0,1,1,40,25,20000,1
29,21,5,1,2,0,1,4,2,1,0,2,2,2,1,0,7,1,35,10,123000,1
27,16,5,2,2,0,1,4,1,1,0,2,2,2,2,0,1,3,30,0,11500,0
25,19,5,2,2,0,1,4,4,1,7,2,2,2,1,0,1,1,40,10,26000,1
28,16,5,1,2,0,1,4,4,1,2,2,2,2,1,0,1,1,40,20,7000,1
31,21,5,2,1,0,3,4,2,1,2,2,2,1,1,2,0,6,0,0,0,1
26,19,5,2,1,0,1,4,2,1,2,2,2,1,1,0,0,6,0,0,0,1
31,16,5,2,2,0,4,4,1,2,3,2,2,2,1,2,1,1,25,25,19500,1
21,19,5,2,1,0,1,4,2,1,2,2,2,1,1,0,9,3,0,0,0,1
30,20,1,1,2,0,1,2,2,1,0,2,2,2,1,2,6,1,60,60,37000,0
25,16,1,2,2,0,1,4,2,1,1,2,2,2,9,0,1,1,41,10,25000,0
29,22,5,2,2,0,4,4,1,2,0,2,2,2,8,0,1,1,50,150,43000,1
30,21,5,2,2,0,1,4,1,1,5,2,2,2,8,2,1,1,50,75,34000,0
19,16,5,2,2,0,1,4,4,1,2,2,2,2,1,0,1,6,38,0,390,0
30,21,5,2,2,0,1,4,1,1,0,2,2,2,1,2,1,1,40,25,36000,1
32,19,5,1,2,0,1,4,2,1,12,2,2,2,1,2,1,1,40,23,37000,1
34,12,5,1,2,0,5,4,1,2,0,2,2,2,2,2,1,1,70,15,25200,0
33,16,5,1,2,0,3,4,4,1,5,2,2,2,2,2,1,1,50,15,35000,1
19,11,1,2,2,0,1,4,4,1,2,2,2,2,1,0,1,6,0,0,0,0
19,11,5,2,2,0,1,4,4,1,10,2,2,2,1,0,2,1,15,10,3600,1
26,16,5,1,2,0,1,4,4,1,2,2,2,2,1,0,0,6,0,0,17000,1
19,19,5,2,2,0,1,4,1,1,7,2,2,2,1,0,1,1,18,15,3000,1
24,21,5,1,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,5,50000,0
30,21,1,1,2,0,5,4,1,2,2,2,2,2,6,2,2,1,40,20,36700,1
33,21,1,2,2,0,1,4,2,1,0,2,2,2,1,2,1,1,25,10,28800,1
32,19,1,1,2,0,1,4,4,1,1,2,2,2,1,2,1,1,40,30,80000,1
30,16,5,1,2,0,1,4,1,1,2,2,2,2,2,2,0,6,0,0,9200,1
27,16,5,2,1,0,1,4,1,1,2,2,2,1,2,0,0,6,0,0,9000,1
20,19,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,40,60,20000,1
30,21,5,2,2,0,4,4,2,2,0,2,2,2,6,2,1,1,40,20,47000,0
20,16,5,1,1,0,1,4,4,1,7,2,1,2,1,0,0,6,0,0,0,1
29,16,5,1,2,0,1,4,1,1,0,2,2,2,2,0,1,1,40,30,24000,0
26,16,1,1,2,0,1,4,1,1,7,2,2,2,1,0,1,1,40,10,20200,1
25,19,1,2,2,0,1,4,1,1,9,2,2,2,1,0,0,6,0,0,0,1
22,19,5,1,2,0,1,4,1,1,0,2,2,2,1,0,1,1,40,25,26000,0
19,16,5,2,2,0,1,4,1,1,13,2,2,2,1,0,1,1,40,30,23000,0
27,21,5,1,2,0,1,4,1,1,0,2,2,2,2,0,1,1,50,25,60000,0
27,21,5,1,2,0,1,4,2,1,11,2,2,2,1,0,2,1,50,15,55000,0
33,23,5,2,2,0,5,4,1,2,13,2,2,2,1,2,1,1,36,45,42000,0
27,22,1,1,2,0,5,4,1,2,0,2,2,2,1,0,2,1,50,20,20000,0
29,21,1,2,2,0,5,4,1,2,1,2,2,2,1,0,0,6,0,0,0,0
33,11,1,2,2,0,3,4,1,1,1,2,2,2,8,2,1,1,20,20,3500,1
34,21,1,2,2,0,1,4,2,1,1,2,2,2,1,2,6,1,20,45,32000,1
32,21,5,1,2,0,1,4,1,1,10,2,2,2,1,2,3,1,35,10,2000,0
31,23,1,1,2,0,1,2,2,1,0,2,2,2,1,2,3,1,40,35,75000,0
28,21,1,2,2,0,4,4,2,2,1,2,2,2,1,0,2,1,40,45,55000,0
29,22,5,1,2,0,1,4,2,1,2,2,2,2,1,0,4,1,40,35,21150,1
30,16,1,1,2,0,5,4,1,2,1,2,2,2,1,2,6,1,30,0,12500,1
20,19,5,1,2,0,5,4,1,2,2,2,2,2,1,0,1,1,24,30,7000,1
33,22,1,2,2,0,4,4,1,2,2,2,2,2,1,2,7,1,50,35,67000,0
24,19,5,1,2,0,1,4,2,1,2,2,2,2,1,0,2,1,24,20,10000,1
21,19,5,2,2,0,1,4,2,1,2,2,2,2,1,0,1,1,24,45,6000,1
24,18,5,1,2,0,4,4,1,2,3,2,2,2,1,0,1,1,30,15,9000,1
20,20,5,2,2,0,1,4,4,1,2,2,2,2,1,0,1,6,0,0,4000,1
27,19,5,2,2,0,5,4,1,2,0,2,2,2,2,0,1,1,32,150,15000,1
22,19,5,2,2,0,4,4,1,2,5,2,2,2,2,0,0,6,0,0,0,1
20,18,5,2,2,0,4,4,1,2,5,2,2,2,2,0,0,6,0,0,0,1
31,16,5,2,2,0,4,4,1,2,0,2,2,2,1,2,1,1,40,60,32000,0
31,19,5,1,2,0,1,4,2,1,0,2,2,2,1,2,1,1,30,20,24000,1
25,20,5,1,2,0,1,4,4,1,12,2,2,2,1,0,1,1,45,15,30030,1
23,22,5,2,2,0,1,4,4,1,0,2,2,2,1,0,4,1,45,20,40000,0
26,20,5,1,2,0,1,4,2,1,13,2,2,2,1,0,1,1,45,10,40200,0
25,19,5,1,1,0,1,4,2,1,2,2,2,2,1,0,0,6,0,0,9000,1
19,16,5,1,2,0,5,4,1,2,2,2,2,2,1,0,1,6,8,0,490,1
34,19,1,2,2,0,1,4,3,1,12,2,2,2,1,2,1,1,41,20,28400,1
25,16,4,1,2,0,1,2,1,1,0,2,2,2,1,0,1,1,40,10,22000,1
33,16,1,1,2,0,5,4,1,2,0,2,2,2,1,2,6,1,40,30,20000,0
21,19,5,2,2,0,1,4,1,1,2,2,2,2,1,0,0,6,0,0,0,1
27,20,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,40,20,51000,1
28,16,5,1,1,0,1,4,4,1,2,2,2,1,2,0,0,6,0,0,0,1
34,21,5,1,2,0,1,4,4,1,2,2,2,2,1,2,4,3,0,0,0,1
26,19,5,2,2,0,1,4,4,1,2,2,2,2,1,0,1,1,15,30,12900,0
21,17,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,25,15,13800,0
34,16,5,2,2,0,1,4,1,1,2,2,2,2,1,2,1,1,40,12,30000,1
29,21,5,2,2,0,1,4,1,1,2,2,2,2,1,0,3,1,40,30,45000,0
26,16,1,2,2,0,1,4,3,1,0,2,2,2,1,0,1,1,40,15,28000,1
30,17,1,1,2,0,1,4,3,1,1,2,2,2,1,2,1,1,40,15,13000,1
23,20,5,1,2,0,1,4,1,1,0,2,2,2,2,0,2,1,25,10,240,0
28,21,5,2,2,0,1,4,2,1,2,2,2,2,1,0,4,1,20,30,10000,1
24,16,5,1,2,0,1,1,2,1,0,2,2,2,1,0,5,4,55,25,25000,0
33,22,5,1,2,0,1,4,1,1,0,2,2,2,1,2,3,1,44,10,61000,1
25,21,5,2,2,0,1,4,1,1,13,2,2,2,1,0,2,1,40,12,55000,1
22,15,5,2,2,0,1,4,1,1,0,2,2,2,1,0,1,1,48,6,24000,0
22,16,5,2,2,0,1,4,1,1,13,2,2,2,1,0,1,1,35,15,13000,0
32,18,3,2,2,0,1,4,1,1,0,2,2,2,1,2,1,1,40,75,40000,0
27,21,5,1,2,0,1,4,2,1,0,2,2,2,1,0,1,1,52,35,30000,0
23,22,5,2,2,0,1,4,1,1,13,2,2,2,1,0,6,1,15,30,6000,0
34,20,1,1,2,0,1,4,3,1,0,2,2,2,1,2,3,1,40,15,41000,1
33,17,1,2,2,0,1,4,2,1,1,2,2,2,1,2,1,1,40,20,12000,1
22,21,5,2,2,0,1,4,4,1,2,2,2,2,9,0,1,1,10,30,10000,1
26,18,5,2,2,0,1,4,4,1,2,2,2,2,1,0,1,1,36,15,35000,0
30,21,1,2,2,0,1,4,2,1,0,2,2,2,2,2,7,1,30,20,30000,1
33,16,1,1,2,0,1,4,2,1,1,2,2,2,2,2,1,1,40,30,35000,1
27,16,5,1,2,0,1,4,2,1,0,2,2,2,1,0,1,1,40,12,35000,1
26,19,5,1,2,0,1,4,2,1,12,2,2,2,1,0,1,1,28,15,20000,1
21,16,5,1,2,0,1,4,2,1,12,2,2,2,1,0,1,1,30,15,9910,1
32,22,5,2,2,0,1,4,1,1,0,2,2,2,2,2,3,1,40,10,47700,1
20,16,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,10,30,250,1
19,16,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,1,38,35,8100,1
32,23,1,1,2,0,1,3,2,1,0,2,2,2,9,2,1,1,42,7,190000,1
32,21,1,2,2,0,1,4,2,1,1,2,2,2,1,2,6,1,30,0,7000,1
33,24,1,2,2,0,1,4,2,1,0,2,2,2,1,2,1,1,30,7,50000,1
30,21,1,1,2,0,1,4,4,1,1,2,2,2,1,2,2,1,50,18,35000,1
34,20,1,2,2,0,1,4,2,1,1,2,2,2,1,2,1,6,0,0,0,1
21,18,5,2,2,0,5,4,1,2,4,2,2,2,6,0,0,6,0,0,0,1
24,12,5,2,2,0,1,4,2,1,2,2,2,2,1,0,1,3,20,0,8000,1
28,16,5,1,2,0,5,4,1,2,0,2,2,2,8,0,9,3,0,0,0,0
26,18,4,2,2,0,1,4,1,1,2,2,2,2,1,0,1,1,40,30,30000,1
32,23,5,2,2,0,1,4,3,1,2,2,2,2,2,2,1,1,35,30,58000,0
30,7,5,2,2,0,2,4,4,1,13,2,2,2,1,2,0,6,0,0,0,1
22,14,5,1,2,0,1,4,1,1,5,2,2,2,1,0,0,6,0,0,0,1
32,21,5,1,2,0,1,1,1,1,0,2,2,2,1,2,5,4,50,15,100500,0
31,21,1,2,2,0,1,4,1,1,0,2,2,2,6,2,1,1,40,6,30000,1
29,19,1,1,2,0,1,4,1,1,1,2,2,2,6,0,1,1,32,60,24000,1
34,21,1,2,2,0,4,4,1,2,2,2,2,2,1,2,1,1,40,45,80000,1
33,19,1,1,2,0,4,4,1,2,9,2,2,2,1,2,1,1,30,30,30000,1
29,21,1,2,2,0,4,4,1,2,1,2,2,2,1,0,1,1,30,50,20000,0
28,20,5,2,1,0,1,4,4,1,0,2,2,2,1,0,2,1,40,45,18000,1
29,18,1,1,2,0,1,4,2,1,0,2,2,2,1,0,1,1,40,15,36600,1
31,18,1,1,2,0,1,4,2,1,1,2,2,2,1,2,1,1,40,60,39000,1
31,22,1,2,2,0,1,4,2,1,0,2,2,2,1,2,1,1,60,15,55000,1
32,22,1,1,2,0,1,4,1,1,1,2,2,2,1,2,1,1,40,55,62400,1
21,16,5,1,2,0,1,4,1,1,2,2,2,2,1,0,1,1,25,45,13900,1
27,12,4,2,2,0,2,4,1,1,0,2,2,2,1,0,1,1,40,40,15000,0
30,16,1,2,2,0,1,4,1,1,0,2,2,2,1,2,1,1,50,45,58000,1
19,13,5,1,2,0,5,4,1,2,2,2,2,2,1,0,1,1,20,20,2000,1
22,19,5,2,1,0,1,4,1,1,2,1,2,2,1,0,1,6,40,0,30000,1
23,16,5,1,2,0,1,4,2,1,2,2,2,2,1,0,1,3,30,0,2500,1
29,16,5,1,2,0,1,4,1,1,7,2,2,2,1,0,1,1,40,60,25000,1
29,19,5,1,2,0,3,4,4,1,2,2,2,2,1,0,3,1,40,50,65000,1
27,23,5,2,2,0,3,4,2,1,2,2,2,2,1,0,1,1,40,25,30000,1
34,21,1,2,2,0,1,4,2,1,2,2,2,2,1,2,1,1,45,7,58000,1
30,22,1,2,2,0,1,4,1,1,0,2,2,2,1,2,1,1,40,30,88000,1
21,21,5,2,2,0,5,4,1,2,2,2,2,2,1,0,0,6,0,0,0,1
28,19,5,2,2,0,1,4,1,1,2,2,2,2,1,0,1,6,0,0,0,1
32,16,4,1,2,0,5,4,3,2,2,2,2,2,2,2,1,1,35,20,10700,1
24,14,5,2,2,0,4,4,4,2,2,2,2,2,2,0,1,1,30,90,10000,1
